ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,AUC Difference
16893,20210210,Day 3,1,4,E. coli,100ng/mL LPS,-0.008138636
17529,20210311,Day 3,1,4,E. coli,100ng/mL LPS,-0.052559145
18083,20210310,Day 3,1,4,E. coli,100ng/mL LPS,0.034762106
18208,20210114,Day 3,1,4,E. coli,100ng/mL LPS,0.005459583
18208,20210118,Day 3,2,4,E. coli,100ng/mL LPS,-0.083495045
18209,20210310,Day 3,1,4,E. coli,100ng/mL LPS,-0.036916921
18216,20210210,Day 3,1,4,E. coli,100ng/mL LPS,-0.039880082
19129,20201112,Day 3,1,4,E. coli,100ng/mL LPS,-0.019950227
19129,20201119,Day 3,2,4,E. coli,100ng/mL LPS,0.140308907
19129,20201207,Day 3,3,4,E. coli,100ng/mL LPS,-0.228357865
19872,20210210,Day 3,1,4,E. coli,100ng/mL LPS,-0.080124581
21054,20210114,Day 3,1,4,E. coli,100ng/mL LPS,-0.105222163
21054,20210118,Day 3,2,4,E. coli,100ng/mL LPS,-0.006466772
21487,20210210,Day 3,1,4,E. coli,100ng/mL LPS,-0.07685881
21494,20210310,Day 3,1,4,E. coli,100ng/mL LPS,-0.086220209
21497,20210311,Day 3,1,4,E. coli,100ng/mL LPS,-0.219393277
21498,20210311,Day 3,1,4,E. coli,100ng/mL LPS,-0.71173325
21592,20210125,Day 3,1,4,E. coli,100ng/mL LPS,0.468408557
22689,20210310,Day 3,1,4,E. coli,100ng/mL LPS,0.021331249
2708,20210311,Day 3,1,4,E. coli,100ng/mL LPS,-0.088941083
5181,20201112,Day 3,1,4,E. coli,100ng/mL LPS,-0.057337834
5181,20201119,Day 3,2,4,E. coli,100ng/mL LPS,-0.210675315
5181,20201207,Day 3,3,4,E. coli,100ng/mL LPS,0.001356465
5422,20210125,Day 3,1,4,E. coli,100ng/mL LPS,0.012996017
5444,20210210,Day 3,1,4,E. coli,100ng/mL LPS,-0.075819781
5686,20210311,Day 3,1,4,E. coli,100ng/mL LPS,0.011948557
9534,20210125,Day 3,1,4,E. coli,100ng/mL LPS,-0.291831282
10230,20210125,Day 3,1,1,E. coli,0.1ng/mL LTA,0.273001272
11458,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.701374543
11458,20210118,Day 3,2,1,E. coli,0.1ng/mL LTA,-0.658728786
13875,20201112,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.028840355
13875,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,0.001334239
13875,20201207,Day 3,3,1,E. coli,0.1ng/mL LTA,-0.032547508
13877,20210310,Day 3,1,1,E. coli,0.1ng/mL LTA,0.094058522
13903,20201112,Day 3,1,1,E. coli,0.1ng/mL LTA,0.232805868
13903,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,0.148694554
13903,20201207,Day 3,3,1,E. coli,0.1ng/mL LTA,0.063643811
14000,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.018683303
14000,20210118,Day 3,2,1,E. coli,0.1ng/mL LTA,0.056790453
146,20201112,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.026170234
146,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,-0.071816679
146,20201207,Day 3,3,1,E. coli,0.1ng/mL LTA,0.462967169
15555,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.119609903
15555,20210118,Day 3,2,1,E. coli,0.1ng/mL LTA,0.285235728
16322,20210125,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.086996525
16893,20210210,Day 3,1,1,E. coli,0.1ng/mL LTA,0.070246873
17529,20210311,Day 3,1,1,E. coli,0.1ng/mL LTA,0.106443439
18083,20210310,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.138752822
18208,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,0.202124711
18208,20210118,Day 3,2,1,E. coli,0.1ng/mL LTA,-0.047610782
18209,20210310,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.109203674
18216,20210210,Day 3,1,1,E. coli,0.1ng/mL LTA,0.007809702
19129,20201112,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.043308517
19129,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,-0.138955151
19129,20201207,Day 3,3,1,E. coli,0.1ng/mL LTA,0.103408306
19872,20210210,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.01010937
21054,20210114,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.100348738
21054,20210118,Day 3,2,1,E. coli,0.1ng/mL LTA,0.161489739
21487,20210210,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.122539542
21494,20210310,Day 3,1,1,E. coli,0.1ng/mL LTA,0.15807731
21497,20210311,Day 3,1,1,E. coli,0.1ng/mL LTA,0.019185857
21498,20210311,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.444255718
21592,20210125,Day 3,1,1,E. coli,0.1ng/mL LTA,0.069583187
22689,20210310,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.041927459
2708,20210311,Day 3,1,1,E. coli,0.1ng/mL LTA,-1.014240439
5181,20201112,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.029822879
5181,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,0.019569676
5181,20201207,Day 3,3,1,E. coli,0.1ng/mL LTA,-0.076680495
5422,20210125,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.009390517
5444,20210210,Day 3,1,1,E. coli,0.1ng/mL LTA,0.02316033
5686,20210311,Day 3,1,1,E. coli,0.1ng/mL LTA,-0.09678344
9534,20210125,Day 3,1,1,E. coli,0.1ng/mL LTA,0.211065199
10230,20210125,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.527731248
11458,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0.489746466
11458,20210118,Day 3,2,2,E. coli,0.1ng/mL LTA,-0.0257054
13875,20201112,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.028883405
13875,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,-0.112956906
13875,20201207,Day 3,3,2,E. coli,0.1ng/mL LTA,-0.024000736
13877,20210310,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.025435913
13903,20201112,Day 3,1,2,E. coli,0.1ng/mL LTA,0.163766221
13903,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0.035818968
13903,20201207,Day 3,3,2,E. coli,0.1ng/mL LTA,0.059993931
14000,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0.076746957
14000,20210118,Day 3,2,2,E. coli,0.1ng/mL LTA,0.138624729
146,20201112,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.103677753
146,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0.039274096
146,20201207,Day 3,3,2,E. coli,0.1ng/mL LTA,0.071814618
15555,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0.212608093
15555,20210118,Day 3,2,2,E. coli,0.1ng/mL LTA,-0.812913357
16322,20210125,Day 3,1,2,E. coli,0.1ng/mL LTA,0.089660174
16893,20210210,Day 3,1,2,E. coli,0.1ng/mL LTA,0.034208653
17529,20210311,Day 3,1,2,E. coli,0.1ng/mL LTA,0.073079272
18083,20210310,Day 3,1,2,E. coli,0.1ng/mL LTA,0.101860859
18208,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,0.041318501
18208,20210118,Day 3,2,2,E. coli,0.1ng/mL LTA,0.022791448
18209,20210310,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.012604352
18216,20210210,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.036032558
19129,20201112,Day 3,1,2,E. coli,0.1ng/mL LTA,0.034282728
19129,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0.027889453
19129,20201207,Day 3,3,2,E. coli,0.1ng/mL LTA,-0.226867428
19872,20210210,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.190390806
21054,20210114,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.124548767
21054,20210118,Day 3,2,2,E. coli,0.1ng/mL LTA,0.008272526
21487,20210210,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.087998772
21494,20210310,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.027743183
21497,20210311,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.001415153
21498,20210311,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.512001392
21592,20210125,Day 3,1,2,E. coli,0.1ng/mL LTA,0.293821623
22689,20210310,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.068478694
2708,20210311,Day 3,1,2,E. coli,0.1ng/mL LTA,0.328468244
5181,20201112,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.03404462
5181,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,0.345631606
5181,20201207,Day 3,3,2,E. coli,0.1ng/mL LTA,0.048494664
5422,20210125,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.029087188
5444,20210210,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.009532223
5686,20210311,Day 3,1,2,E. coli,0.1ng/mL LTA,0.162428916
9534,20210125,Day 3,1,2,E. coli,0.1ng/mL LTA,-0.142794286
10230,20210125,Day 3,1,3,E. coli,0.1ng/mL LTA,0.206899215
11458,20210114,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.692907315
11458,20210118,Day 3,2,3,E. coli,0.1ng/mL LTA,-1.010205039
13875,20201112,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.026592832
13875,20201119,Day 3,2,3,E. coli,0.1ng/mL LTA,-0.060557428
13875,20201207,Day 3,3,3,E. coli,0.1ng/mL LTA,-0.041460401
13877,20210310,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.066024663
13903,20201112,Day 3,1,3,E. coli,0.1ng/mL LTA,0.057916751
13903,20201119,Day 3,2,3,E. coli,0.1ng/mL LTA,-0.023329695
13903,20201207,Day 3,3,3,E. coli,0.1ng/mL LTA,0.039000424
14000,20210114,Day 3,1,3,E. coli,0.1ng/mL LTA,0.105923418
14000,20210118,Day 3,2,3,E. coli,0.1ng/mL LTA,0.063195919
146,20201112,Day 3,1,3,E. coli,0.1ng/mL LTA,0.092241369
146,20201119,Day 3,2,3,E. coli,0.1ng/mL LTA,-0.006182232
146,20201207,Day 3,3,3,E. coli,0.1ng/mL LTA,0.006478988
15555,20210114,Day 3,1,3,E. coli,0.1ng/mL LTA,0.275222732
15555,20210118,Day 3,2,3,E. coli,0.1ng/mL LTA,-0.087150176
16322,20210125,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.082948923
16893,20210210,Day 3,1,3,E. coli,0.1ng/mL LTA,0.098891862
17529,20210311,Day 3,1,3,E. coli,0.1ng/mL LTA,0.024165989
18083,20210310,Day 3,1,3,E. coli,0.1ng/mL LTA,0.093748209
18208,20210114,Day 3,1,3,E. coli,0.1ng/mL LTA,0.170532936
18208,20210118,Day 3,2,3,E. coli,0.1ng/mL LTA,0.008954843
18209,20210310,Day 3,1,3,E. coli,0.1ng/mL LTA,0.037788561
18216,20210210,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.012151465
19129,20201112,Day 3,1,3,E. coli,0.1ng/mL LTA,0.159748294
19129,20201119,Day 3,2,3,E. coli,0.1ng/mL LTA,-0.064864183
19129,20201207,Day 3,3,3,E. coli,0.1ng/mL LTA,-0.012393725
19872,20210210,Day 3,1,3,E. coli,0.1ng/mL LTA,0.073118041
21054,20210114,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.017742281
21054,20210118,Day 3,2,3,E. coli,0.1ng/mL LTA,0.13635664
21487,20210210,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.034999646
21494,20210310,Day 3,1,3,E. coli,0.1ng/mL LTA,0.189344985
21497,20210311,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.064082101
21498,20210311,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.474199512
21592,20210125,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.031392356
22689,20210310,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.022542262
2708,20210311,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.151267675
5181,20201112,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.047449
5181,20201119,Day 3,2,3,E. coli,0.1ng/mL LTA,0.057943111
5181,20201207,Day 3,3,3,E. coli,0.1ng/mL LTA,0.292018793
5422,20210125,Day 3,1,3,E. coli,0.1ng/mL LTA,0.005611118
5444,20210210,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.100963498
5686,20210311,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.006854417
9534,20210125,Day 3,1,3,E. coli,0.1ng/mL LTA,-0.190258344
10230,20210125,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.467314188
11458,20210114,Day 3,1,4,E. coli,0.1ng/mL LTA,0.460124396
11458,20210118,Day 3,2,4,E. coli,0.1ng/mL LTA,-0.056578524
13875,20201112,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.015063746
13875,20201119,Day 3,2,4,E. coli,0.1ng/mL LTA,0.026050158
13875,20201207,Day 3,3,4,E. coli,0.1ng/mL LTA,0.027231724
13877,20210310,Day 3,1,4,E. coli,0.1ng/mL LTA,0.024180565
13903,20201112,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.09021371
13903,20201119,Day 3,2,4,E. coli,0.1ng/mL LTA,0.041021408
13903,20201207,Day 3,3,4,E. coli,0.1ng/mL LTA,0.072125659
14000,20210114,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.051334243
14000,20210118,Day 3,2,4,E. coli,0.1ng/mL LTA,0.132833356
146,20201112,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.08178182
146,20201119,Day 3,2,4,E. coli,0.1ng/mL LTA,0.072265697
146,20201207,Day 3,3,4,E. coli,0.1ng/mL LTA,-0.27901667
15555,20210114,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.433655561
15555,20210118,Day 3,2,4,E. coli,0.1ng/mL LTA,-0.301029996
16322,20210125,Day 3,1,4,E. coli,0.1ng/mL LTA,0.075948034
16893,20210210,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.117120189
17529,20210311,Day 3,1,4,E. coli,0.1ng/mL LTA,0.019423372
18083,20210310,Day 3,1,4,E. coli,0.1ng/mL LTA,0.039457227
18208,20210114,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.075810023
18208,20210118,Day 3,2,4,E. coli,0.1ng/mL LTA,-0.087266077
18209,20210310,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.067040076
18216,20210210,Day 3,1,4,E. coli,0.1ng/mL LTA,0.036945572
19129,20201112,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.094179373
19129,20201119,Day 3,2,4,E. coli,0.1ng/mL LTA,0.234976816
19129,20201207,Day 3,3,4,E. coli,0.1ng/mL LTA,-0.260050034
19872,20210210,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.032422692
21054,20210114,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.171196919
21054,20210118,Day 3,2,4,E. coli,0.1ng/mL LTA,-0.013413316
21487,20210210,Day 3,1,4,E. coli,0.1ng/mL LTA,0.038483989
21494,20210310,Day 3,1,4,E. coli,0.1ng/mL LTA,0.147424336
21497,20210311,Day 3,1,4,E. coli,0.1ng/mL LTA,0.217334963
21498,20210311,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.326910515
21592,20210125,Day 3,1,4,E. coli,0.1ng/mL LTA,0.290072877
22689,20210310,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.010977643
2708,20210311,Day 3,1,4,E. coli,0.1ng/mL LTA,0.944482672
5181,20201112,Day 3,1,4,E. coli,0.1ng/mL LTA,0.026347095
5181,20201119,Day 3,2,4,E. coli,0.1ng/mL LTA,-0.359688365
5181,20201207,Day 3,3,4,E. coli,0.1ng/mL LTA,-0.035350237
5422,20210125,Day 3,1,4,E. coli,0.1ng/mL LTA,0.078976438
5444,20210210,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.046664763
5686,20210311,Day 3,1,4,E. coli,0.1ng/mL LTA,0.114411803
9534,20210125,Day 3,1,4,E. coli,0.1ng/mL LTA,-0.196412837
10230,20210125,Day 3,1,1,E. coli,100ng/mL LTA,0.11797595
11458,20210114,Day 3,1,1,E. coli,100ng/mL LTA,-0.542680077
11458,20210118,Day 3,2,1,E. coli,100ng/mL LTA,-0.813799371
13875,20201112,Day 3,1,1,E. coli,100ng/mL LTA,-0.087011135
13875,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0.016287952
13875,20201207,Day 3,3,1,E. coli,100ng/mL LTA,0.056639595
13877,20210310,Day 3,1,1,E. coli,100ng/mL LTA,0.025579479
13903,20201112,Day 3,1,1,E. coli,100ng/mL LTA,0.061846657
13903,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0.193066444
13903,20201207,Day 3,3,1,E. coli,100ng/mL LTA,-0.071223974
14000,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0.003640087
14000,20210118,Day 3,2,1,E. coli,100ng/mL LTA,-0.012684461
146,20201112,Day 3,1,1,E. coli,100ng/mL LTA,0.074486125
146,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0.113527716
146,20201207,Day 3,3,1,E. coli,100ng/mL LTA,0.157106262
15555,20210114,Day 3,1,1,E. coli,100ng/mL LTA,-0.03066882
15555,20210118,Day 3,2,1,E. coli,100ng/mL LTA,0.370665924
16322,20210125,Day 3,1,1,E. coli,100ng/mL LTA,-0.189221877
16893,20210210,Day 3,1,1,E. coli,100ng/mL LTA,0.051779844
17529,20210311,Day 3,1,1,E. coli,100ng/mL LTA,0.102712293
18083,20210310,Day 3,1,1,E. coli,100ng/mL LTA,-0.124112296
18208,20210114,Day 3,1,1,E. coli,100ng/mL LTA,0.192159025
18208,20210118,Day 3,2,1,E. coli,100ng/mL LTA,-0.074622252
18209,20210310,Day 3,1,1,E. coli,100ng/mL LTA,-0.053573312
18216,20210210,Day 3,1,1,E. coli,100ng/mL LTA,-0.022075684
19129,20201112,Day 3,1,1,E. coli,100ng/mL LTA,-0.081047294
19129,20201119,Day 3,2,1,E. coli,100ng/mL LTA,0.25131633
19129,20201207,Day 3,3,1,E. coli,100ng/mL LTA,0.325499611
19872,20210210,Day 3,1,1,E. coli,100ng/mL LTA,-0.165203453
21054,20210114,Day 3,1,1,E. coli,100ng/mL LTA,-0.203892204
21054,20210118,Day 3,2,1,E. coli,100ng/mL LTA,0.137952896
21487,20210210,Day 3,1,1,E. coli,100ng/mL LTA,-0.238488436
21494,20210310,Day 3,1,1,E. coli,100ng/mL LTA,-0.100721933
21497,20210311,Day 3,1,1,E. coli,100ng/mL LTA,0.137139445
21498,20210311,Day 3,1,1,E. coli,100ng/mL LTA,-0.490865898
21592,20210125,Day 3,1,1,E. coli,100ng/mL LTA,0.331166555
22689,20210310,Day 3,1,1,E. coli,100ng/mL LTA,-0.019761119
2708,20210311,Day 3,1,1,E. coli,100ng/mL LTA,-0.77815125
5181,20201112,Day 3,1,1,E. coli,100ng/mL LTA,-0.062311584
5181,20201119,Day 3,2,1,E. coli,100ng/mL LTA,-0.026180482
5181,20201207,Day 3,3,1,E. coli,100ng/mL LTA,-0.117267739
5422,20210125,Day 3,1,1,E. coli,100ng/mL LTA,0.034564385
5444,20210210,Day 3,1,1,E. coli,100ng/mL LTA,-0.060733714
5686,20210311,Day 3,1,1,E. coli,100ng/mL LTA,-0.162885462
9534,20210125,Day 3,1,1,E. coli,100ng/mL LTA,0.07906831
10230,20210125,Day 3,1,2,E. coli,100ng/mL LTA,0.212993504
11458,20210114,Day 3,1,2,E. coli,100ng/mL LTA,-0.022011964
11458,20210118,Day 3,2,2,E. coli,100ng/mL LTA,-0.084493932
13875,20201112,Day 3,1,2,E. coli,100ng/mL LTA,-0.057602899
13875,20201119,Day 3,2,2,E. coli,100ng/mL LTA,-0.099828016
13875,20201207,Day 3,3,2,E. coli,100ng/mL LTA,-0.058077472
13877,20210310,Day 3,1,2,E. coli,100ng/mL LTA,-0.037995319
13903,20201112,Day 3,1,2,E. coli,100ng/mL LTA,-0.029926985
13903,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0.021732507
13903,20201207,Day 3,3,2,E. coli,100ng/mL LTA,0.020428803
14000,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0.094355357
14000,20210118,Day 3,2,2,E. coli,100ng/mL LTA,0.143674146
146,20201112,Day 3,1,2,E. coli,100ng/mL LTA,-0.082737977
146,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0.061745596
146,20201207,Day 3,3,2,E. coli,100ng/mL LTA,0.079261485
15555,20210114,Day 3,1,2,E. coli,100ng/mL LTA,0.021539678
15555,20210118,Day 3,2,2,E. coli,100ng/mL LTA,-0.755874856
16322,20210125,Day 3,1,2,E. coli,100ng/mL LTA,0.065106556
16893,20210210,Day 3,1,2,E. coli,100ng/mL LTA,0.049204732
17529,20210311,Day 3,1,2,E. coli,100ng/mL LTA,0.004621357
18083,20210310,Day 3,1,2,E. coli,100ng/mL LTA,0.014459282
18208,20210114,Day 3,1,2,E. coli,100ng/mL LTA,-0.045345536
18208,20210118,Day 3,2,2,E. coli,100ng/mL LTA,-0.160939394
18209,20210310,Day 3,1,2,E. coli,100ng/mL LTA,-0.12825651
18216,20210210,Day 3,1,2,E. coli,100ng/mL LTA,0.19430764
19129,20201112,Day 3,1,2,E. coli,100ng/mL LTA,0.022001089
19129,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0.007375131
19129,20201207,Day 3,3,2,E. coli,100ng/mL LTA,0.109320386
19872,20210210,Day 3,1,2,E. coli,100ng/mL LTA,-0.141125498
21054,20210114,Day 3,1,2,E. coli,100ng/mL LTA,-0.034340502
21054,20210118,Day 3,2,2,E. coli,100ng/mL LTA,-0.021174847
21487,20210210,Day 3,1,2,E. coli,100ng/mL LTA,-0.214688852
21494,20210310,Day 3,1,2,E. coli,100ng/mL LTA,-0.10301184
21497,20210311,Day 3,1,2,E. coli,100ng/mL LTA,-0.128975433
21498,20210311,Day 3,1,2,E. coli,100ng/mL LTA,-0.224907174
21592,20210125,Day 3,1,2,E. coli,100ng/mL LTA,0.378397901
22689,20210310,Day 3,1,2,E. coli,100ng/mL LTA,-0.008610202
2708,20210311,Day 3,1,2,E. coli,100ng/mL LTA,0.198834386
5181,20201112,Day 3,1,2,E. coli,100ng/mL LTA,-0.049561825
5181,20201119,Day 3,2,2,E. coli,100ng/mL LTA,0.209406274
5181,20201207,Day 3,3,2,E. coli,100ng/mL LTA,0.006214374
5422,20210125,Day 3,1,2,E. coli,100ng/mL LTA,-0.0742304
5444,20210210,Day 3,1,2,E. coli,100ng/mL LTA,-0.038590953
5686,20210311,Day 3,1,2,E. coli,100ng/mL LTA,0.047585402
9534,20210125,Day 3,1,2,E. coli,100ng/mL LTA,-0.180646225
10230,20210125,Day 3,1,3,E. coli,100ng/mL LTA,0.006567906
11458,20210114,Day 3,1,3,E. coli,100ng/mL LTA,-0.747303801
11458,20210118,Day 3,2,3,E. coli,100ng/mL LTA,-1.150445114
13875,20201112,Day 3,1,3,E. coli,100ng/mL LTA,0.007037333
13875,20201119,Day 3,2,3,E. coli,100ng/mL LTA,-0.084130906
13875,20201207,Day 3,3,3,E. coli,100ng/mL LTA,-0.042508646
13877,20210310,Day 3,1,3,E. coli,100ng/mL LTA,-0.131526211
13903,20201112,Day 3,1,3,E. coli,100ng/mL LTA,0.021584292
13903,20201119,Day 3,2,3,E. coli,100ng/mL LTA,-0.077633909
13903,20201207,Day 3,3,3,E. coli,100ng/mL LTA,0.059305719
14000,20210114,Day 3,1,3,E. coli,100ng/mL LTA,-0.107220137
14000,20210118,Day 3,2,3,E. coli,100ng/mL LTA,-0.003522154
146,20201112,Day 3,1,3,E. coli,100ng/mL LTA,-0.028586239
146,20201119,Day 3,2,3,E. coli,100ng/mL LTA,-0.043330901
146,20201207,Day 3,3,3,E. coli,100ng/mL LTA,-0.037656304
15555,20210114,Day 3,1,3,E. coli,100ng/mL LTA,0.328468244
15555,20210118,Day 3,2,3,E. coli,100ng/mL LTA,-0.269772302
16322,20210125,Day 3,1,3,E. coli,100ng/mL LTA,-0.089156646
16893,20210210,Day 3,1,3,E. coli,100ng/mL LTA,0.008715232
17529,20210311,Day 3,1,3,E. coli,100ng/mL LTA,0.073886918
18083,20210310,Day 3,1,3,E. coli,100ng/mL LTA,0.07180948
18208,20210114,Day 3,1,3,E. coli,100ng/mL LTA,0.140591776
18208,20210118,Day 3,2,3,E. coli,100ng/mL LTA,0.005094422
18209,20210310,Day 3,1,3,E. coli,100ng/mL LTA,0.05473879
18216,20210210,Day 3,1,3,E. coli,100ng/mL LTA,-0.164357971
19129,20201112,Day 3,1,3,E. coli,100ng/mL LTA,0.128225073
19129,20201119,Day 3,2,3,E. coli,100ng/mL LTA,-0.134915834
19129,20201207,Day 3,3,3,E. coli,100ng/mL LTA,0.386297195
19872,20210210,Day 3,1,3,E. coli,100ng/mL LTA,-0.020516617
21054,20210114,Day 3,1,3,E. coli,100ng/mL LTA,-0.224650746
21054,20210118,Day 3,2,3,E. coli,100ng/mL LTA,0.121657116
21487,20210210,Day 3,1,3,E. coli,100ng/mL LTA,-0.208040537
21494,20210310,Day 3,1,3,E. coli,100ng/mL LTA,-0.120862488
21497,20210311,Day 3,1,3,E. coli,100ng/mL LTA,0.102653745
21498,20210311,Day 3,1,3,E. coli,100ng/mL LTA,-0.593871455
21592,20210125,Day 3,1,3,E. coli,100ng/mL LTA,0.431779556
22689,20210310,Day 3,1,3,E. coli,100ng/mL LTA,-0.110472182
2708,20210311,Day 3,1,3,E. coli,100ng/mL LTA,0
5181,20201112,Day 3,1,3,E. coli,100ng/mL LTA,-0.047765426
5181,20201119,Day 3,2,3,E. coli,100ng/mL LTA,0.243380058
5181,20201207,Day 3,3,3,E. coli,100ng/mL LTA,0.336627201
5422,20210125,Day 3,1,3,E. coli,100ng/mL LTA,0.022893019
5444,20210210,Day 3,1,3,E. coli,100ng/mL LTA,0.039754637
5686,20210311,Day 3,1,3,E. coli,100ng/mL LTA,-0.041514793
9534,20210125,Day 3,1,3,E. coli,100ng/mL LTA,-0.188051932
10230,20210125,Day 3,1,4,E. coli,100ng/mL LTA,0.199572355
11458,20210114,Day 3,1,4,E. coli,100ng/mL LTA,-0.115958853
11458,20210118,Day 3,2,4,E. coli,100ng/mL LTA,-0.187236031
13875,20201112,Day 3,1,4,E. coli,100ng/mL LTA,-0.035547449
13875,20201119,Day 3,2,4,E. coli,100ng/mL LTA,0.002087241
13875,20201207,Day 3,3,4,E. coli,100ng/mL LTA,-0.128269367
13877,20210310,Day 3,1,4,E. coli,100ng/mL LTA,-0.029853816
13903,20201112,Day 3,1,4,E. coli,100ng/mL LTA,-0.086340378
13903,20201119,Day 3,2,4,E. coli,100ng/mL LTA,-0.050389933
13903,20201207,Day 3,3,4,E. coli,100ng/mL LTA,0.164850382
14000,20210114,Day 3,1,4,E. coli,100ng/mL LTA,-0.059366592
14000,20210118,Day 3,2,4,E. coli,100ng/mL LTA,0.117672566
146,20201112,Day 3,1,4,E. coli,100ng/mL LTA,0.01718987
146,20201119,Day 3,2,4,E. coli,100ng/mL LTA,-0.040833162
146,20201207,Day 3,3,4,E. coli,100ng/mL LTA,-0.343690375
15555,20210114,Day 3,1,4,E. coli,100ng/mL LTA,-0.243038049
15555,20210118,Day 3,2,4,E. coli,100ng/mL LTA,-0.214549511
16322,20210125,Day 3,1,4,E. coli,100ng/mL LTA,-0.046568053
16893,20210210,Day 3,1,4,E. coli,100ng/mL LTA,-0.038224006
17529,20210311,Day 3,1,4,E. coli,100ng/mL LTA,0.003306417
