ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,Hours,RLU
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LPS,0,22
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LPS,0,36
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LPS,0,28
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LPS,0,28
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LPS,0,24
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LPS,0,34
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LPS,0,20
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LPS,0,22
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LTA,0,30
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LTA,0,28
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LTA,0,20
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LTA,0,28
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LTA,0,28
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LTA,0,26
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LTA,0,30
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LTA,0,26
10230,20210203,Day14,1,1,A. baumannii,Fungi alone,0,24
10230,20210203,Day14,1,2,A. baumannii,Fungi alone,0,22
10230,20210203,Day14,1,3,A. baumannii,Fungi alone,0,34
10230,20210203,Day14,1,4,A. baumannii,Fungi alone,0,24
10230,20210203,Day14,1,1,A. baumannii,Autoclaved bacteria,0,26
10230,20210203,Day14,1,2,A. baumannii,Autoclaved bacteria,0,34
10230,20210203,Day14,1,3,A. baumannii,Autoclaved bacteria,0,24
10230,20210203,Day14,1,4,A. baumannii,Autoclaved bacteria,0,26
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LPS,0,22
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LPS,0,10
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LPS,0,18
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LPS,0,28
10230,20210203,Day14,1,1,E. coli,100ng/mL LPS,0,32
10230,20210203,Day14,1,2,E. coli,100ng/mL LPS,0,24
10230,20210203,Day14,1,3,E. coli,100ng/mL LPS,0,16
10230,20210203,Day14,1,4,E. coli,100ng/mL LPS,0,18
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LTA,0,16
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LTA,0,16
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LTA,0,18
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LTA,0,18
10230,20210203,Day14,1,1,E. coli,100ng/mL LTA,0,18
10230,20210203,Day14,1,2,E. coli,100ng/mL LTA,0,16
10230,20210203,Day14,1,3,E. coli,100ng/mL LTA,0,18
10230,20210203,Day14,1,4,E. coli,100ng/mL LTA,0,16
10230,20210203,Day14,1,1,E. coli,Fungi alone,0,14
10230,20210203,Day14,1,2,E. coli,Fungi alone,0,24
10230,20210203,Day14,1,3,E. coli,Fungi alone,0,16
10230,20210203,Day14,1,4,E. coli,Fungi alone,0,18
10230,20210203,Day14,1,1,E. coli,Autoclaved bacteria,0,16
10230,20210203,Day14,1,2,E. coli,Autoclaved bacteria,0,20
10230,20210203,Day14,1,3,E. coli,Autoclaved bacteria,0,16
10230,20210203,Day14,1,4,E. coli,Autoclaved bacteria,0,18
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,0,12
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,0,12
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,0,12
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,0,16
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LPS,0,14
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LPS,0,10
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LPS,0,10
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LPS,0,12
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,0,6
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,0,18
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,0,8
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,0,12
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LTA,0,16
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LTA,0,14
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LTA,0,10
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LTA,0,6
10230,20210203,Day14,1,1,P. aeruginosa,Fungi alone,0,16
10230,20210203,Day14,1,2,P. aeruginosa,Fungi alone,0,12
10230,20210203,Day14,1,3,P. aeruginosa,Fungi alone,0,14
10230,20210203,Day14,1,4,P. aeruginosa,Fungi alone,0,8
10230,20210203,Day14,1,1,P. aeruginosa,Autoclaved bacteria,0,16
10230,20210203,Day14,1,2,P. aeruginosa,Autoclaved bacteria,0,14
10230,20210203,Day14,1,3,P. aeruginosa,Autoclaved bacteria,0,22
10230,20210203,Day14,1,4,P. aeruginosa,Autoclaved bacteria,0,16
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LPS,0,8
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LPS,0,2
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LPS,0,4
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LPS,0,4
10230,20210203,Day14,1,1,S. aureus,100ng/mL LPS,0,6
10230,20210203,Day14,1,2,S. aureus,100ng/mL LPS,0,6
10230,20210203,Day14,1,3,S. aureus,100ng/mL LPS,0,6
10230,20210203,Day14,1,4,S. aureus,100ng/mL LPS,0,4
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LTA,0,8
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LTA,0,6
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LTA,0,6
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LTA,0,6
10230,20210203,Day14,1,1,S. aureus,100ng/mL LTA,0,2
10230,20210203,Day14,1,2,S. aureus,100ng/mL LTA,0,2
10230,20210203,Day14,1,3,S. aureus,100ng/mL LTA,0,4
10230,20210203,Day14,1,4,S. aureus,100ng/mL LTA,0,4
10230,20210203,Day14,1,1,S. aureus,Fungi alone,0,6
10230,20210203,Day14,1,2,S. aureus,Fungi alone,0,0
10230,20210203,Day14,1,3,S. aureus,Fungi alone,0,8
10230,20210203,Day14,1,4,S. aureus,Fungi alone,0,8
10230,20210203,Day14,1,1,S. aureus,Autoclaved bacteria,0,4
10230,20210203,Day14,1,2,S. aureus,Autoclaved bacteria,0,8
10230,20210203,Day14,1,3,S. aureus,Autoclaved bacteria,0,4
10230,20210203,Day14,1,4,S. aureus,Autoclaved bacteria,0,8
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LPS,2,40
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LPS,2,32
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LPS,2,46
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LPS,2,42
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LPS,2,38
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LPS,2,36
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LPS,2,50
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LPS,2,38
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LTA,2,60
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LTA,2,36
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LTA,2,42
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LTA,2,34
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LTA,2,52
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LTA,2,28
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LTA,2,42
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LTA,2,30
10230,20210203,Day14,1,1,A. baumannii,Fungi alone,2,32
10230,20210203,Day14,1,2,A. baumannii,Fungi alone,2,22
10230,20210203,Day14,1,3,A. baumannii,Fungi alone,2,36
10230,20210203,Day14,1,4,A. baumannii,Fungi alone,2,38
10230,20210203,Day14,1,1,A. baumannii,Autoclaved bacteria,2,42
10230,20210203,Day14,1,2,A. baumannii,Autoclaved bacteria,2,28
10230,20210203,Day14,1,3,A. baumannii,Autoclaved bacteria,2,26
10230,20210203,Day14,1,4,A. baumannii,Autoclaved bacteria,2,44
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LPS,2,28
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LPS,2,22
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LPS,2,30
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LPS,2,28
10230,20210203,Day14,1,1,E. coli,100ng/mL LPS,2,24
10230,20210203,Day14,1,2,E. coli,100ng/mL LPS,2,28
10230,20210203,Day14,1,3,E. coli,100ng/mL LPS,2,28
10230,20210203,Day14,1,4,E. coli,100ng/mL LPS,2,28
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LTA,2,30
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LTA,2,24
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LTA,2,38
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LTA,2,30
10230,20210203,Day14,1,1,E. coli,100ng/mL LTA,2,26
10230,20210203,Day14,1,2,E. coli,100ng/mL LTA,2,22
10230,20210203,Day14,1,3,E. coli,100ng/mL LTA,2,24
10230,20210203,Day14,1,4,E. coli,100ng/mL LTA,2,18
10230,20210203,Day14,1,1,E. coli,Fungi alone,2,36
10230,20210203,Day14,1,2,E. coli,Fungi alone,2,22
10230,20210203,Day14,1,3,E. coli,Fungi alone,2,32
10230,20210203,Day14,1,4,E. coli,Fungi alone,2,26
10230,20210203,Day14,1,1,E. coli,Autoclaved bacteria,2,32
10230,20210203,Day14,1,2,E. coli,Autoclaved bacteria,2,24
10230,20210203,Day14,1,3,E. coli,Autoclaved bacteria,2,28
10230,20210203,Day14,1,4,E. coli,Autoclaved bacteria,2,24
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,2,40
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,2,56
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,2,48
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,2,50
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LPS,2,34
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LPS,2,22
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LPS,2,40
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LPS,2,36
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,2,32
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,2,38
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,2,32
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,2,34
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LTA,2,42
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LTA,2,42
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LTA,2,34
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LTA,2,32
10230,20210203,Day14,1,1,P. aeruginosa,Fungi alone,2,36
10230,20210203,Day14,1,2,P. aeruginosa,Fungi alone,2,42
10230,20210203,Day14,1,3,P. aeruginosa,Fungi alone,2,24
10230,20210203,Day14,1,4,P. aeruginosa,Fungi alone,2,38
10230,20210203,Day14,1,1,P. aeruginosa,Autoclaved bacteria,2,32
10230,20210203,Day14,1,2,P. aeruginosa,Autoclaved bacteria,2,52
10230,20210203,Day14,1,3,P. aeruginosa,Autoclaved bacteria,2,48
10230,20210203,Day14,1,4,P. aeruginosa,Autoclaved bacteria,2,36
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LPS,2,14
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LPS,2,16
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LPS,2,14
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LPS,2,14
10230,20210203,Day14,1,1,S. aureus,100ng/mL LPS,2,12
10230,20210203,Day14,1,2,S. aureus,100ng/mL LPS,2,12
10230,20210203,Day14,1,3,S. aureus,100ng/mL LPS,2,12
10230,20210203,Day14,1,4,S. aureus,100ng/mL LPS,2,10
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LTA,2,10
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LTA,2,6
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LTA,2,8
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LTA,2,10
10230,20210203,Day14,1,1,S. aureus,100ng/mL LTA,2,14
10230,20210203,Day14,1,2,S. aureus,100ng/mL LTA,2,6
10230,20210203,Day14,1,3,S. aureus,100ng/mL LTA,2,6
10230,20210203,Day14,1,4,S. aureus,100ng/mL LTA,2,6
10230,20210203,Day14,1,1,S. aureus,Fungi alone,2,8
10230,20210203,Day14,1,2,S. aureus,Fungi alone,2,6
10230,20210203,Day14,1,3,S. aureus,Fungi alone,2,10
10230,20210203,Day14,1,4,S. aureus,Fungi alone,2,12
10230,20210203,Day14,1,1,S. aureus,Autoclaved bacteria,2,12
10230,20210203,Day14,1,2,S. aureus,Autoclaved bacteria,2,6
10230,20210203,Day14,1,3,S. aureus,Autoclaved bacteria,2,14
10230,20210203,Day14,1,4,S. aureus,Autoclaved bacteria,2,6
10230,20210204,Day14,1,1,A. baumannii,0.1ng/mL LPS,24,25865
10230,20210204,Day14,1,2,A. baumannii,0.1ng/mL LPS,24,28314
10230,20210204,Day14,1,3,A. baumannii,0.1ng/mL LPS,24,20530
10230,20210204,Day14,1,4,A. baumannii,0.1ng/mL LPS,24,21620
10230,20210204,Day14,1,1,A. baumannii,100ng/mL LPS,24,22764
10230,20210204,Day14,1,2,A. baumannii,100ng/mL LPS,24,29104
10230,20210204,Day14,1,3,A. baumannii,100ng/mL LPS,24,16445
10230,20210204,Day14,1,4,A. baumannii,100ng/mL LPS,24,23826
10230,20210204,Day14,1,1,A. baumannii,0.1ng/mL LTA,24,22696
10230,20210204,Day14,1,2,A. baumannii,0.1ng/mL LTA,24,24917
10230,20210204,Day14,1,3,A. baumannii,0.1ng/mL LTA,24,19643
10230,20210204,Day14,1,4,A. baumannii,0.1ng/mL LTA,24,24290
10230,20210204,Day14,1,1,A. baumannii,100ng/mL LTA,24,22528
10230,20210204,Day14,1,2,A. baumannii,100ng/mL LTA,24,25547
10230,20210204,Day14,1,3,A. baumannii,100ng/mL LTA,24,26413
10230,20210204,Day14,1,4,A. baumannii,100ng/mL LTA,24,26331
10230,20210204,Day14,1,1,A. baumannii,Fungi alone,24,27211
10230,20210204,Day14,1,2,A. baumannii,Fungi alone,24,21628
10230,20210204,Day14,1,3,A. baumannii,Fungi alone,24,24062
10230,20210204,Day14,1,4,A. baumannii,Fungi alone,24,23826
10230,20210204,Day14,1,1,A. baumannii,Autoclaved bacteria,24,35514
10230,20210204,Day14,1,2,A. baumannii,Autoclaved bacteria,24,28522
10230,20210204,Day14,1,3,A. baumannii,Autoclaved bacteria,24,29926
10230,20210204,Day14,1,4,A. baumannii,Autoclaved bacteria,24,34111
10230,20210204,Day14,1,1,E. coli,0.1ng/mL LPS,24,1192
10230,20210204,Day14,1,2,E. coli,0.1ng/mL LPS,24,1252
10230,20210204,Day14,1,3,E. coli,0.1ng/mL LPS,24,1556
10230,20210204,Day14,1,4,E. coli,0.1ng/mL LPS,24,2478
10230,20210204,Day14,1,1,E. coli,100ng/mL LPS,24,786
10230,20210204,Day14,1,2,E. coli,100ng/mL LPS,24,1924
10230,20210204,Day14,1,3,E. coli,100ng/mL LPS,24,1172
10230,20210204,Day14,1,4,E. coli,100ng/mL LPS,24,1690
10230,20210204,Day14,1,1,E. coli,0.1ng/mL LTA,24,872
10230,20210204,Day14,1,2,E. coli,0.1ng/mL LTA,24,1632
10230,20210204,Day14,1,3,E. coli,0.1ng/mL LTA,24,1214
10230,20210204,Day14,1,4,E. coli,0.1ng/mL LTA,24,2306
10230,20210204,Day14,1,1,E. coli,100ng/mL LTA,24,772
10230,20210204,Day14,1,2,E. coli,100ng/mL LTA,24,1480
10230,20210204,Day14,1,3,E. coli,100ng/mL LTA,24,1062
10230,20210204,Day14,1,4,E. coli,100ng/mL LTA,24,2578
10230,20210204,Day14,1,1,E. coli,Fungi alone,24,722
10230,20210204,Day14,1,2,E. coli,Fungi alone,24,1150
10230,20210204,Day14,1,3,E. coli,Fungi alone,24,1246
10230,20210204,Day14,1,4,E. coli,Fungi alone,24,2358
10230,20210204,Day14,1,1,E. coli,Autoclaved bacteria,24,1744
10230,20210204,Day14,1,2,E. coli,Autoclaved bacteria,24,1654
10230,20210204,Day14,1,3,E. coli,Autoclaved bacteria,24,1962
10230,20210204,Day14,1,4,E. coli,Autoclaved bacteria,24,2160
10230,20210204,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,24,147148
10230,20210204,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,24,36446
10230,20210204,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,24,197228
10230,20210204,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,24,31877
10230,20210204,Day14,1,1,P. aeruginosa,100ng/mL LPS,24,34579
10230,20210204,Day14,1,2,P. aeruginosa,100ng/mL LPS,24,40908
10230,20210204,Day14,1,3,P. aeruginosa,100ng/mL LPS,24,183398
10230,20210204,Day14,1,4,P. aeruginosa,100ng/mL LPS,24,34265
10230,20210204,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,24,39613
10230,20210204,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,24,39779
10230,20210204,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,24,42406
10230,20210204,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,24,37555
10230,20210204,Day14,1,1,P. aeruginosa,100ng/mL LTA,24,172825
10230,20210204,Day14,1,2,P. aeruginosa,100ng/mL LTA,24,31859
10230,20210204,Day14,1,3,P. aeruginosa,100ng/mL LTA,24,76893
10230,20210204,Day14,1,4,P. aeruginosa,100ng/mL LTA,24,43005
10230,20210204,Day14,1,1,P. aeruginosa,Fungi alone,24,173616
10230,20210204,Day14,1,2,P. aeruginosa,Fungi alone,24,27565
10230,20210204,Day14,1,3,P. aeruginosa,Fungi alone,24,165490
10230,20210204,Day14,1,4,P. aeruginosa,Fungi alone,24,39257
10230,20210204,Day14,1,1,P. aeruginosa,Autoclaved bacteria,24,191515
10230,20210204,Day14,1,2,P. aeruginosa,Autoclaved bacteria,24,35222
10230,20210204,Day14,1,3,P. aeruginosa,Autoclaved bacteria,24,195579
10230,20210204,Day14,1,4,P. aeruginosa,Autoclaved bacteria,24,31691
10230,20210204,Day14,1,1,S. aureus,0.1ng/mL LPS,24,11108
10230,20210204,Day14,1,2,S. aureus,0.1ng/mL LPS,24,3434
10230,20210204,Day14,1,3,S. aureus,0.1ng/mL LPS,24,7280
10230,20210204,Day14,1,4,S. aureus,0.1ng/mL LPS,24,2926
10230,20210204,Day14,1,1,S. aureus,100ng/mL LPS,24,11172
10230,20210204,Day14,1,2,S. aureus,100ng/mL LPS,24,526
10230,20210204,Day14,1,3,S. aureus,100ng/mL LPS,24,10100
10230,20210204,Day14,1,4,S. aureus,100ng/mL LPS,24,478
10230,20210204,Day14,1,1,S. aureus,0.1ng/mL LTA,24,7870
10230,20210204,Day14,1,2,S. aureus,0.1ng/mL LTA,24,2642
10230,20210204,Day14,1,3,S. aureus,0.1ng/mL LTA,24,7832
10230,20210204,Day14,1,4,S. aureus,0.1ng/mL LTA,24,3044
10230,20210204,Day14,1,1,S. aureus,100ng/mL LTA,24,11214
10230,20210204,Day14,1,2,S. aureus,100ng/mL LTA,24,418
10230,20210204,Day14,1,3,S. aureus,100ng/mL LTA,24,10096
10230,20210204,Day14,1,4,S. aureus,100ng/mL LTA,24,576
10230,20210204,Day14,1,1,S. aureus,Fungi alone,24,10176
10230,20210204,Day14,1,2,S. aureus,Fungi alone,24,1784
10230,20210204,Day14,1,3,S. aureus,Fungi alone,24,7058
10230,20210204,Day14,1,4,S. aureus,Fungi alone,24,1190
10230,20210204,Day14,1,1,S. aureus,Autoclaved bacteria,24,6134
10230,20210204,Day14,1,2,S. aureus,Autoclaved bacteria,24,1176
10230,20210204,Day14,1,3,S. aureus,Autoclaved bacteria,24,2002
10230,20210204,Day14,1,4,S. aureus,Autoclaved bacteria,24,1590
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LPS,4,66
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LPS,4,38
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LPS,4,56
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LPS,4,40
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LPS,4,50
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LPS,4,36
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LPS,4,62
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LPS,4,40
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LTA,4,60
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LTA,4,52
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LTA,4,70
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LTA,4,50
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LTA,4,54
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LTA,4,48
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LTA,4,88
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LTA,4,52
10230,20210203,Day14,1,1,A. baumannii,Fungi alone,4,62
10230,20210203,Day14,1,2,A. baumannii,Fungi alone,4,46
10230,20210203,Day14,1,3,A. baumannii,Fungi alone,4,54
10230,20210203,Day14,1,4,A. baumannii,Fungi alone,4,40
10230,20210203,Day14,1,1,A. baumannii,Autoclaved bacteria,4,74
10230,20210203,Day14,1,2,A. baumannii,Autoclaved bacteria,4,56
10230,20210203,Day14,1,3,A. baumannii,Autoclaved bacteria,4,66
10230,20210203,Day14,1,4,A. baumannii,Autoclaved bacteria,4,52
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LPS,4,32
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LPS,4,18
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LPS,4,34
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LPS,4,30
10230,20210203,Day14,1,1,E. coli,100ng/mL LPS,4,18
10230,20210203,Day14,1,2,E. coli,100ng/mL LPS,4,32
10230,20210203,Day14,1,3,E. coli,100ng/mL LPS,4,32
10230,20210203,Day14,1,4,E. coli,100ng/mL LPS,4,30
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LTA,4,28
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LTA,4,18
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LTA,4,18
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LTA,4,20
10230,20210203,Day14,1,1,E. coli,100ng/mL LTA,4,34
10230,20210203,Day14,1,2,E. coli,100ng/mL LTA,4,26
10230,20210203,Day14,1,3,E. coli,100ng/mL LTA,4,34
10230,20210203,Day14,1,4,E. coli,100ng/mL LTA,4,38
10230,20210203,Day14,1,1,E. coli,Fungi alone,4,34
10230,20210203,Day14,1,2,E. coli,Fungi alone,4,32
10230,20210203,Day14,1,3,E. coli,Fungi alone,4,38
10230,20210203,Day14,1,4,E. coli,Fungi alone,4,22
10230,20210203,Day14,1,1,E. coli,Autoclaved bacteria,4,26
10230,20210203,Day14,1,2,E. coli,Autoclaved bacteria,4,28
10230,20210203,Day14,1,3,E. coli,Autoclaved bacteria,4,36
10230,20210203,Day14,1,4,E. coli,Autoclaved bacteria,4,38
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,4,284
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,4,230
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,4,312
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,4,254
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LPS,4,268
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LPS,4,230
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LPS,4,294
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LPS,4,186
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,4,218
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,4,270
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,4,160
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,4,216
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LTA,4,264
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LTA,4,236
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LTA,4,218
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LTA,4,180
10230,20210203,Day14,1,1,P. aeruginosa,Fungi alone,4,268
10230,20210203,Day14,1,2,P. aeruginosa,Fungi alone,4,258
10230,20210203,Day14,1,3,P. aeruginosa,Fungi alone,4,220
10230,20210203,Day14,1,4,P. aeruginosa,Fungi alone,4,198
10230,20210203,Day14,1,1,P. aeruginosa,Autoclaved bacteria,4,330
10230,20210203,Day14,1,2,P. aeruginosa,Autoclaved bacteria,4,272
10230,20210203,Day14,1,3,P. aeruginosa,Autoclaved bacteria,4,240
10230,20210203,Day14,1,4,P. aeruginosa,Autoclaved bacteria,4,238
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LPS,4,28
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LPS,4,48
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LPS,4,28
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LPS,4,42
10230,20210203,Day14,1,1,S. aureus,100ng/mL LPS,4,24
10230,20210203,Day14,1,2,S. aureus,100ng/mL LPS,4,38
10230,20210203,Day14,1,3,S. aureus,100ng/mL LPS,4,26
10230,20210203,Day14,1,4,S. aureus,100ng/mL LPS,4,20
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LTA,4,34
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LTA,4,26
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LTA,4,22
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LTA,4,30
10230,20210203,Day14,1,1,S. aureus,100ng/mL LTA,4,18
10230,20210203,Day14,1,2,S. aureus,100ng/mL LTA,4,20
10230,20210203,Day14,1,3,S. aureus,100ng/mL LTA,4,32
10230,20210203,Day14,1,4,S. aureus,100ng/mL LTA,4,24
10230,20210203,Day14,1,1,S. aureus,Fungi alone,4,28
10230,20210203,Day14,1,2,S. aureus,Fungi alone,4,16
10230,20210203,Day14,1,3,S. aureus,Fungi alone,4,26
10230,20210203,Day14,1,4,S. aureus,Fungi alone,4,16
10230,20210203,Day14,1,1,S. aureus,Autoclaved bacteria,4,34
10230,20210203,Day14,1,2,S. aureus,Autoclaved bacteria,4,18
10230,20210203,Day14,1,3,S. aureus,Autoclaved bacteria,4,20
10230,20210203,Day14,1,4,S. aureus,Autoclaved bacteria,4,14
