ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,Hours,RLU
16893,20210210,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,6,1126
16893,20210210,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,6,1960
16893,20210210,Day 7,1,1,P. aeruginosa,100ng/mL LTA,6,1854
16893,20210210,Day 7,1,2,P. aeruginosa,100ng/mL LTA,6,1600
16893,20210210,Day 7,1,3,P. aeruginosa,100ng/mL LTA,6,1828
16893,20210210,Day 7,1,4,P. aeruginosa,100ng/mL LTA,6,1498
16893,20210210,Day 7,1,1,P. aeruginosa,Fungi alone,6,2092
16893,20210210,Day 7,1,2,P. aeruginosa,Fungi alone,6,2070
16893,20210210,Day 7,1,3,P. aeruginosa,Fungi alone,6,1296
16893,20210210,Day 7,1,4,P. aeruginosa,Fungi alone,6,1206
16893,20210210,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,6,1632
16893,20210210,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,6,612
16893,20210210,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,6,1578
16893,20210210,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,6,2070
16893,20210210,Day 7,1,1,S. aureus,0.1ng/mL LPS,6,158
16893,20210210,Day 7,1,2,S. aureus,0.1ng/mL LPS,6,182
16893,20210210,Day 7,1,3,S. aureus,0.1ng/mL LPS,6,284
16893,20210210,Day 7,1,4,S. aureus,0.1ng/mL LPS,6,208
16893,20210210,Day 7,1,1,S. aureus,100ng/mL LPS,6,184
16893,20210210,Day 7,1,2,S. aureus,100ng/mL LPS,6,192
16893,20210210,Day 7,1,3,S. aureus,100ng/mL LPS,6,210
16893,20210210,Day 7,1,4,S. aureus,100ng/mL LPS,6,222
16893,20210210,Day 7,1,1,S. aureus,0.1ng/mL LTA,6,156
16893,20210210,Day 7,1,2,S. aureus,0.1ng/mL LTA,6,168
16893,20210210,Day 7,1,3,S. aureus,0.1ng/mL LTA,6,42
16893,20210210,Day 7,1,4,S. aureus,0.1ng/mL LTA,6,130
16893,20210210,Day 7,1,1,S. aureus,100ng/mL LTA,6,96
16893,20210210,Day 7,1,2,S. aureus,100ng/mL LTA,6,126
16893,20210210,Day 7,1,3,S. aureus,100ng/mL LTA,6,116
16893,20210210,Day 7,1,4,S. aureus,100ng/mL LTA,6,144
16893,20210210,Day 7,1,1,S. aureus,Fungi alone,6,168
16893,20210210,Day 7,1,2,S. aureus,Fungi alone,6,172
16893,20210210,Day 7,1,3,S. aureus,Fungi alone,6,188
16893,20210210,Day 7,1,4,S. aureus,Fungi alone,6,168
16893,20210210,Day 7,1,1,S. aureus,Autoclaved bacteria,6,136
16893,20210210,Day 7,1,2,S. aureus,Autoclaved bacteria,6,164
16893,20210210,Day 7,1,3,S. aureus,Autoclaved bacteria,6,136
16893,20210210,Day 7,1,4,S. aureus,Autoclaved bacteria,6,146
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LPS,0,38
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LPS,0,36
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LPS,0,24
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LPS,0,30
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LPS,0,30
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LPS,0,34
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LPS,0,24
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LPS,0,30
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LTA,0,24
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LTA,0,26
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LTA,0,30
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LTA,0,28
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LTA,0,26
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LTA,0,30
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LTA,0,28
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LTA,0,28
17529,20210315,Day 7,1,1,A. baumannii,Fungi alone,0,26
17529,20210315,Day 7,1,2,A. baumannii,Fungi alone,0,26
17529,20210315,Day 7,1,3,A. baumannii,Fungi alone,0,28
17529,20210315,Day 7,1,4,A. baumannii,Fungi alone,0,16
17529,20210315,Day 7,1,1,A. baumannii,Autoclaved bacteria,0,36
17529,20210315,Day 7,1,2,A. baumannii,Autoclaved bacteria,0,36
17529,20210315,Day 7,1,3,A. baumannii,Autoclaved bacteria,0,26
17529,20210315,Day 7,1,4,A. baumannii,Autoclaved bacteria,0,24
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LPS,0,30
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LPS,0,24
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LPS,0,22
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LPS,0,24
17529,20210315,Day 7,1,1,E. coli,100ng/mL LPS,0,16
17529,20210315,Day 7,1,2,E. coli,100ng/mL LPS,0,22
17529,20210315,Day 7,1,3,E. coli,100ng/mL LPS,0,18
17529,20210315,Day 7,1,4,E. coli,100ng/mL LPS,0,24
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LTA,0,18
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LTA,0,16
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LTA,0,20
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LTA,0,24
17529,20210315,Day 7,1,1,E. coli,100ng/mL LTA,0,22
17529,20210315,Day 7,1,2,E. coli,100ng/mL LTA,0,24
17529,20210315,Day 7,1,3,E. coli,100ng/mL LTA,0,16
17529,20210315,Day 7,1,4,E. coli,100ng/mL LTA,0,24
17529,20210315,Day 7,1,1,E. coli,Fungi alone,0,16
17529,20210315,Day 7,1,2,E. coli,Fungi alone,0,20
17529,20210315,Day 7,1,3,E. coli,Fungi alone,0,18
17529,20210315,Day 7,1,4,E. coli,Fungi alone,0,14
17529,20210315,Day 7,1,1,E. coli,Autoclaved bacteria,0,18
17529,20210315,Day 7,1,2,E. coli,Autoclaved bacteria,0,22
17529,20210315,Day 7,1,3,E. coli,Autoclaved bacteria,0,12
17529,20210315,Day 7,1,4,E. coli,Autoclaved bacteria,0,20
17529,20210315,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,0,12
17529,20210315,Day 7,1,2,P. aeruginosa,0.1ng/mL LPS,0,14
17529,20210315,Day 7,1,3,P. aeruginosa,0.1ng/mL LPS,0,8
17529,20210315,Day 7,1,4,P. aeruginosa,0.1ng/mL LPS,0,14
17529,20210315,Day 7,1,1,P. aeruginosa,100ng/mL LPS,0,2
17529,20210315,Day 7,1,2,P. aeruginosa,100ng/mL LPS,0,12
17529,20210315,Day 7,1,3,P. aeruginosa,100ng/mL LPS,0,6
17529,20210315,Day 7,1,4,P. aeruginosa,100ng/mL LPS,0,8
17529,20210315,Day 7,1,1,P. aeruginosa,0.1ng/mL LTA,0,10
17529,20210315,Day 7,1,2,P. aeruginosa,0.1ng/mL LTA,0,20
17529,20210315,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,0,14
17529,20210315,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,0,10
17529,20210315,Day 7,1,1,P. aeruginosa,100ng/mL LTA,0,16
17529,20210315,Day 7,1,2,P. aeruginosa,100ng/mL LTA,0,10
17529,20210315,Day 7,1,3,P. aeruginosa,100ng/mL LTA,0,8
17529,20210315,Day 7,1,4,P. aeruginosa,100ng/mL LTA,0,10
17529,20210315,Day 7,1,1,P. aeruginosa,Fungi alone,0,8
17529,20210315,Day 7,1,2,P. aeruginosa,Fungi alone,0,20
17529,20210315,Day 7,1,3,P. aeruginosa,Fungi alone,0,10
17529,20210315,Day 7,1,4,P. aeruginosa,Fungi alone,0,8
17529,20210315,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,0,12
17529,20210315,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,0,10
17529,20210315,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,0,10
17529,20210315,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,0,14
17529,20210315,Day 7,1,1,S. aureus,0.1ng/mL LPS,0,4
17529,20210315,Day 7,1,2,S. aureus,0.1ng/mL LPS,0,6
17529,20210315,Day 7,1,3,S. aureus,0.1ng/mL LPS,0,4
17529,20210315,Day 7,1,4,S. aureus,0.1ng/mL LPS,0,6
17529,20210315,Day 7,1,1,S. aureus,100ng/mL LPS,0,4
17529,20210315,Day 7,1,2,S. aureus,100ng/mL LPS,0,14
17529,20210315,Day 7,1,3,S. aureus,100ng/mL LPS,0,10
17529,20210315,Day 7,1,4,S. aureus,100ng/mL LPS,0,12
17529,20210315,Day 7,1,1,S. aureus,0.1ng/mL LTA,0,8
17529,20210315,Day 7,1,2,S. aureus,0.1ng/mL LTA,0,8
17529,20210315,Day 7,1,3,S. aureus,0.1ng/mL LTA,0,6
17529,20210315,Day 7,1,4,S. aureus,0.1ng/mL LTA,0,12
17529,20210315,Day 7,1,1,S. aureus,100ng/mL LTA,0,10
17529,20210315,Day 7,1,2,S. aureus,100ng/mL LTA,0,12
17529,20210315,Day 7,1,3,S. aureus,100ng/mL LTA,0,6
17529,20210315,Day 7,1,4,S. aureus,100ng/mL LTA,0,10
17529,20210315,Day 7,1,1,S. aureus,Fungi alone,0,8
17529,20210315,Day 7,1,2,S. aureus,Fungi alone,0,12
17529,20210315,Day 7,1,3,S. aureus,Fungi alone,0,4
17529,20210315,Day 7,1,4,S. aureus,Fungi alone,0,6
17529,20210315,Day 7,1,1,S. aureus,Autoclaved bacteria,0,12
17529,20210315,Day 7,1,2,S. aureus,Autoclaved bacteria,0,4
17529,20210315,Day 7,1,3,S. aureus,Autoclaved bacteria,0,10
17529,20210315,Day 7,1,4,S. aureus,Autoclaved bacteria,0,14
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LPS,2,46
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LPS,2,40
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LPS,2,28
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LPS,2,28
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LPS,2,28
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LPS,2,38
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LPS,2,24
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LPS,2,46
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LTA,2,26
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LTA,2,32
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LTA,2,44
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LTA,2,36
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LTA,2,36
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LTA,2,30
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LTA,2,42
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LTA,2,30
17529,20210315,Day 7,1,1,A. baumannii,Fungi alone,2,42
17529,20210315,Day 7,1,2,A. baumannii,Fungi alone,2,48
17529,20210315,Day 7,1,3,A. baumannii,Fungi alone,2,44
17529,20210315,Day 7,1,4,A. baumannii,Fungi alone,2,42
17529,20210315,Day 7,1,1,A. baumannii,Autoclaved bacteria,2,42
17529,20210315,Day 7,1,2,A. baumannii,Autoclaved bacteria,2,40
17529,20210315,Day 7,1,3,A. baumannii,Autoclaved bacteria,2,42
17529,20210315,Day 7,1,4,A. baumannii,Autoclaved bacteria,2,38
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LPS,2,20
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LPS,2,14
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LPS,2,18
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LPS,2,20
17529,20210315,Day 7,1,1,E. coli,100ng/mL LPS,2,24
17529,20210315,Day 7,1,2,E. coli,100ng/mL LPS,2,14
17529,20210315,Day 7,1,3,E. coli,100ng/mL LPS,2,22
17529,20210315,Day 7,1,4,E. coli,100ng/mL LPS,2,18
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LTA,2,22
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LTA,2,10
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LTA,2,20
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LTA,2,18
17529,20210315,Day 7,1,1,E. coli,100ng/mL LTA,2,24
17529,20210315,Day 7,1,2,E. coli,100ng/mL LTA,2,20
17529,20210315,Day 7,1,3,E. coli,100ng/mL LTA,2,22
17529,20210315,Day 7,1,4,E. coli,100ng/mL LTA,2,24
17529,20210315,Day 7,1,1,E. coli,Fungi alone,2,26
17529,20210315,Day 7,1,2,E. coli,Fungi alone,2,16
17529,20210315,Day 7,1,3,E. coli,Fungi alone,2,12
17529,20210315,Day 7,1,4,E. coli,Fungi alone,2,22
17529,20210315,Day 7,1,1,E. coli,Autoclaved bacteria,2,16
17529,20210315,Day 7,1,2,E. coli,Autoclaved bacteria,2,20
17529,20210315,Day 7,1,3,E. coli,Autoclaved bacteria,2,12
17529,20210315,Day 7,1,4,E. coli,Autoclaved bacteria,2,18
17529,20210315,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,2,32
17529,20210315,Day 7,1,2,P. aeruginosa,0.1ng/mL LPS,2,56
17529,20210315,Day 7,1,3,P. aeruginosa,0.1ng/mL LPS,2,48
17529,20210315,Day 7,1,4,P. aeruginosa,0.1ng/mL LPS,2,58
17529,20210315,Day 7,1,1,P. aeruginosa,100ng/mL LPS,2,40
17529,20210315,Day 7,1,2,P. aeruginosa,100ng/mL LPS,2,62
17529,20210315,Day 7,1,3,P. aeruginosa,100ng/mL LPS,2,46
17529,20210315,Day 7,1,4,P. aeruginosa,100ng/mL LPS,2,36
17529,20210315,Day 7,1,1,P. aeruginosa,0.1ng/mL LTA,2,58
17529,20210315,Day 7,1,2,P. aeruginosa,0.1ng/mL LTA,2,40
17529,20210315,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,2,60
17529,20210315,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,2,54
17529,20210315,Day 7,1,1,P. aeruginosa,100ng/mL LTA,2,72
17529,20210315,Day 7,1,2,P. aeruginosa,100ng/mL LTA,2,44
17529,20210315,Day 7,1,3,P. aeruginosa,100ng/mL LTA,2,44
17529,20210315,Day 7,1,4,P. aeruginosa,100ng/mL LTA,2,52
17529,20210315,Day 7,1,1,P. aeruginosa,Fungi alone,2,56
17529,20210315,Day 7,1,2,P. aeruginosa,Fungi alone,2,44
17529,20210315,Day 7,1,3,P. aeruginosa,Fungi alone,2,52
17529,20210315,Day 7,1,4,P. aeruginosa,Fungi alone,2,68
17529,20210315,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,2,60
17529,20210315,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,2,46
17529,20210315,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,2,38
17529,20210315,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,2,54
17529,20210315,Day 7,1,1,S. aureus,0.1ng/mL LPS,2,18
17529,20210315,Day 7,1,2,S. aureus,0.1ng/mL LPS,2,12
17529,20210315,Day 7,1,3,S. aureus,0.1ng/mL LPS,2,22
17529,20210315,Day 7,1,4,S. aureus,0.1ng/mL LPS,2,18
17529,20210315,Day 7,1,1,S. aureus,100ng/mL LPS,2,14
17529,20210315,Day 7,1,2,S. aureus,100ng/mL LPS,2,28
17529,20210315,Day 7,1,3,S. aureus,100ng/mL LPS,2,12
17529,20210315,Day 7,1,4,S. aureus,100ng/mL LPS,2,20
17529,20210315,Day 7,1,1,S. aureus,0.1ng/mL LTA,2,26
17529,20210315,Day 7,1,2,S. aureus,0.1ng/mL LTA,2,24
17529,20210315,Day 7,1,3,S. aureus,0.1ng/mL LTA,2,20
17529,20210315,Day 7,1,4,S. aureus,0.1ng/mL LTA,2,18
17529,20210315,Day 7,1,1,S. aureus,100ng/mL LTA,2,16
17529,20210315,Day 7,1,2,S. aureus,100ng/mL LTA,2,22
17529,20210315,Day 7,1,3,S. aureus,100ng/mL LTA,2,18
17529,20210315,Day 7,1,4,S. aureus,100ng/mL LTA,2,28
17529,20210315,Day 7,1,1,S. aureus,Fungi alone,2,14
17529,20210315,Day 7,1,2,S. aureus,Fungi alone,2,30
17529,20210315,Day 7,1,3,S. aureus,Fungi alone,2,16
17529,20210315,Day 7,1,4,S. aureus,Fungi alone,2,26
17529,20210315,Day 7,1,1,S. aureus,Autoclaved bacteria,2,16
17529,20210315,Day 7,1,2,S. aureus,Autoclaved bacteria,2,16
17529,20210315,Day 7,1,3,S. aureus,Autoclaved bacteria,2,16
17529,20210315,Day 7,1,4,S. aureus,Autoclaved bacteria,2,12
17529,20210316,Day 7,1,1,A. baumannii,0.1ng/mL LPS,24,2
17529,20210316,Day 7,1,2,A. baumannii,0.1ng/mL LPS,24,0
17529,20210316,Day 7,1,3,A. baumannii,0.1ng/mL LPS,24,2
17529,20210316,Day 7,1,4,A. baumannii,0.1ng/mL LPS,24,2
17529,20210316,Day 7,1,1,A. baumannii,100ng/mL LPS,24,2
17529,20210316,Day 7,1,2,A. baumannii,100ng/mL LPS,24,2
17529,20210316,Day 7,1,3,A. baumannii,100ng/mL LPS,24,2
17529,20210316,Day 7,1,4,A. baumannii,100ng/mL LPS,24,2
17529,20210316,Day 7,1,1,A. baumannii,0.1ng/mL LTA,24,2
17529,20210316,Day 7,1,2,A. baumannii,0.1ng/mL LTA,24,4
17529,20210316,Day 7,1,3,A. baumannii,0.1ng/mL LTA,24,2
17529,20210316,Day 7,1,4,A. baumannii,0.1ng/mL LTA,24,2
17529,20210316,Day 7,1,1,A. baumannii,100ng/mL LTA,24,2
17529,20210316,Day 7,1,2,A. baumannii,100ng/mL LTA,24,2
17529,20210316,Day 7,1,3,A. baumannii,100ng/mL LTA,24,2
17529,20210316,Day 7,1,4,A. baumannii,100ng/mL LTA,24,2
17529,20210316,Day 7,1,1,A. baumannii,Fungi alone,24,0
17529,20210316,Day 7,1,2,A. baumannii,Fungi alone,24,0
17529,20210316,Day 7,1,3,A. baumannii,Fungi alone,24,2
17529,20210316,Day 7,1,4,A. baumannii,Fungi alone,24,2
17529,20210316,Day 7,1,1,A. baumannii,Autoclaved bacteria,24,2
17529,20210316,Day 7,1,2,A. baumannii,Autoclaved bacteria,24,0
17529,20210316,Day 7,1,3,A. baumannii,Autoclaved bacteria,24,2
17529,20210316,Day 7,1,4,A. baumannii,Autoclaved bacteria,24,2
17529,20210316,Day 7,1,1,E. coli,0.1ng/mL LPS,24,4
17529,20210316,Day 7,1,2,E. coli,0.1ng/mL LPS,24,2
17529,20210316,Day 7,1,3,E. coli,0.1ng/mL LPS,24,20
17529,20210316,Day 7,1,4,E. coli,0.1ng/mL LPS,24,34
17529,20210316,Day 7,1,1,E. coli,100ng/mL LPS,24,6
17529,20210316,Day 7,1,2,E. coli,100ng/mL LPS,24,4
17529,20210316,Day 7,1,3,E. coli,100ng/mL LPS,24,19987
17529,20210316,Day 7,1,4,E. coli,100ng/mL LPS,24,10
17529,20210316,Day 7,1,1,E. coli,0.1ng/mL LTA,24,2
17529,20210316,Day 7,1,2,E. coli,0.1ng/mL LTA,24,4
17529,20210316,Day 7,1,3,E. coli,0.1ng/mL LTA,24,26
17529,20210316,Day 7,1,4,E. coli,0.1ng/mL LTA,24,10
17529,20210316,Day 7,1,1,E. coli,100ng/mL LTA,24,0
17529,20210316,Day 7,1,2,E. coli,100ng/mL LTA,24,0
17529,20210316,Day 7,1,3,E. coli,100ng/mL LTA,24,16
17529,20210316,Day 7,1,4,E. coli,100ng/mL LTA,24,10
17529,20210316,Day 7,1,1,E. coli,Fungi alone,24,0
17529,20210316,Day 7,1,2,E. coli,Fungi alone,24,4
17529,20210316,Day 7,1,3,E. coli,Fungi alone,24,34
17529,20210316,Day 7,1,4,E. coli,Fungi alone,24,24320
17529,20210316,Day 7,1,1,E. coli,Autoclaved bacteria,24,2
17529,20210316,Day 7,1,2,E. coli,Autoclaved bacteria,24,0
17529,20210316,Day 7,1,3,E. coli,Autoclaved bacteria,24,24
17529,20210316,Day 7,1,4,E. coli,Autoclaved bacteria,24,10
17529,20210316,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,24,190110
17529,20210316,Day 7,1,2,P. aeruginosa,0.1ng/mL LPS,24,91001
17529,20210316,Day 7,1,3,P. aeruginosa,0.1ng/mL LPS,24,188579
17529,20210316,Day 7,1,4,P. aeruginosa,0.1ng/mL LPS,24,168087
17529,20210316,Day 7,1,1,P. aeruginosa,100ng/mL LPS,24,201476
17529,20210316,Day 7,1,2,P. aeruginosa,100ng/mL LPS,24,110454
17529,20210316,Day 7,1,3,P. aeruginosa,100ng/mL LPS,24,180460
17529,20210316,Day 7,1,4,P. aeruginosa,100ng/mL LPS,24,95819
17529,20210316,Day 7,1,1,P. aeruginosa,0.1ng/mL LTA,24,173007
17529,20210316,Day 7,1,2,P. aeruginosa,0.1ng/mL LTA,24,103503
17529,20210316,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,24,182400
17529,20210316,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,24,144810
17529,20210316,Day 7,1,1,P. aeruginosa,100ng/mL LTA,24,230914
17529,20210316,Day 7,1,2,P. aeruginosa,100ng/mL LTA,24,196200
17529,20210316,Day 7,1,3,P. aeruginosa,100ng/mL LTA,24,164831
17529,20210316,Day 7,1,4,P. aeruginosa,100ng/mL LTA,24,202092
17529,20210316,Day 7,1,1,P. aeruginosa,Fungi alone,24,193156
17529,20210316,Day 7,1,2,P. aeruginosa,Fungi alone,24,184171
17529,20210316,Day 7,1,3,P. aeruginosa,Fungi alone,24,146975
17529,20210316,Day 7,1,4,P. aeruginosa,Fungi alone,24,182919
17529,20210316,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,24,199631
17529,20210316,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,24,164100
17529,20210316,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,24,172536
17529,20210316,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,24,175896
17529,20210316,Day 7,1,1,S. aureus,0.1ng/mL LPS,24,82
17529,20210316,Day 7,1,2,S. aureus,0.1ng/mL LPS,24,384
17529,20210316,Day 7,1,3,S. aureus,0.1ng/mL LPS,24,6
17529,20210316,Day 7,1,4,S. aureus,0.1ng/mL LPS,24,4
17529,20210316,Day 7,1,1,S. aureus,100ng/mL LPS,24,1878
17529,20210316,Day 7,1,2,S. aureus,100ng/mL LPS,24,288
17529,20210316,Day 7,1,3,S. aureus,100ng/mL LPS,24,8
17529,20210316,Day 7,1,4,S. aureus,100ng/mL LPS,24,0
17529,20210316,Day 7,1,1,S. aureus,0.1ng/mL LTA,24,718
17529,20210316,Day 7,1,2,S. aureus,0.1ng/mL LTA,24,482
17529,20210316,Day 7,1,3,S. aureus,0.1ng/mL LTA,24,8
17529,20210316,Day 7,1,4,S. aureus,0.1ng/mL LTA,24,2
17529,20210316,Day 7,1,1,S. aureus,100ng/mL LTA,24,142
17529,20210316,Day 7,1,2,S. aureus,100ng/mL LTA,24,124
17529,20210316,Day 7,1,3,S. aureus,100ng/mL LTA,24,6
17529,20210316,Day 7,1,4,S. aureus,100ng/mL LTA,24,4
17529,20210316,Day 7,1,1,S. aureus,Fungi alone,24,762
17529,20210316,Day 7,1,2,S. aureus,Fungi alone,24,4128
17529,20210316,Day 7,1,3,S. aureus,Fungi alone,24,2
17529,20210316,Day 7,1,4,S. aureus,Fungi alone,24,6
17529,20210316,Day 7,1,1,S. aureus,Autoclaved bacteria,24,342
17529,20210316,Day 7,1,2,S. aureus,Autoclaved bacteria,24,200
17529,20210316,Day 7,1,3,S. aureus,Autoclaved bacteria,24,2
17529,20210316,Day 7,1,4,S. aureus,Autoclaved bacteria,24,4
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LPS,4,124
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LPS,4,94
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LPS,4,106
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LPS,4,74
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LPS,4,128
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LPS,4,114
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LPS,4,140
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LPS,4,96
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LTA,4,126
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LTA,4,106
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LTA,4,136
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LTA,4,106
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LTA,4,90
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LTA,4,100
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LTA,4,96
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LTA,4,78
17529,20210315,Day 7,1,1,A. baumannii,Fungi alone,4,122
17529,20210315,Day 7,1,2,A. baumannii,Fungi alone,4,120
17529,20210315,Day 7,1,3,A. baumannii,Fungi alone,4,104
17529,20210315,Day 7,1,4,A. baumannii,Fungi alone,4,78
17529,20210315,Day 7,1,1,A. baumannii,Autoclaved bacteria,4,122
17529,20210315,Day 7,1,2,A. baumannii,Autoclaved bacteria,4,82
17529,20210315,Day 7,1,3,A. baumannii,Autoclaved bacteria,4,96
17529,20210315,Day 7,1,4,A. baumannii,Autoclaved bacteria,4,86
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LPS,4,94
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LPS,4,86
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LPS,4,82
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LPS,4,108
17529,20210315,Day 7,1,1,E. coli,100ng/mL LPS,4,106
17529,20210315,Day 7,1,2,E. coli,100ng/mL LPS,4,62
17529,20210315,Day 7,1,3,E. coli,100ng/mL LPS,4,128
17529,20210315,Day 7,1,4,E. coli,100ng/mL LPS,4,72
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LTA,4,102
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LTA,4,82
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LTA,4,104
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LTA,4,64
17529,20210315,Day 7,1,1,E. coli,100ng/mL LTA,4,92
17529,20210315,Day 7,1,2,E. coli,100ng/mL LTA,4,114
17529,20210315,Day 7,1,3,E. coli,100ng/mL LTA,4,138
17529,20210315,Day 7,1,4,E. coli,100ng/mL LTA,4,124
17529,20210315,Day 7,1,1,E. coli,Fungi alone,4,108
17529,20210315,Day 7,1,2,E. coli,Fungi alone,4,122
17529,20210315,Day 7,1,3,E. coli,Fungi alone,4,130
17529,20210315,Day 7,1,4,E. coli,Fungi alone,4,118
17529,20210315,Day 7,1,1,E. coli,Autoclaved bacteria,4,104
17529,20210315,Day 7,1,2,E. coli,Autoclaved bacteria,4,80
17529,20210315,Day 7,1,3,E. coli,Autoclaved bacteria,4,122
17529,20210315,Day 7,1,4,E. coli,Autoclaved bacteria,4,122
17529,20210315,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,4,444
