ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,AUC
16322,20210127,Day 7,1,1,E. coli,100ng/mL LPS,986.6666667
16322,20210127,Day 7,1,2,E. coli,100ng/mL LPS,1019.666667
16322,20210127,Day 7,1,3,E. coli,100ng/mL LPS,1184.666667
16322,20210127,Day 7,1,4,E. coli,100ng/mL LPS,1001.333333
16322,20210127,Day 7,1,1,E. coli,0.1ng/mL LTA,1138
16322,20210127,Day 7,1,2,E. coli,0.1ng/mL LTA,929.3333333
16322,20210127,Day 7,1,3,E. coli,0.1ng/mL LTA,982
16322,20210127,Day 7,1,4,E. coli,0.1ng/mL LTA,986.6666667
16322,20210127,Day 7,1,1,E. coli,100ng/mL LTA,883.3333333
16322,20210127,Day 7,1,2,E. coli,100ng/mL LTA,1040
16322,20210127,Day 7,1,3,E. coli,100ng/mL LTA,967.3333333
16322,20210127,Day 7,1,4,E. coli,100ng/mL LTA,1148
16322,20210127,Day 7,1,1,E. coli,Fungi alone,1063
16322,20210127,Day 7,1,2,E. coli,Fungi alone,944
16322,20210127,Day 7,1,3,E. coli,Fungi alone,927.6666667
16322,20210127,Day 7,1,4,E. coli,Fungi alone,976
16322,20210127,Day 7,1,1,E. coli,Autoclaved bacteria,1752.333333
16322,20210127,Day 7,1,2,E. coli,Autoclaved bacteria,1548
16322,20210127,Day 7,1,3,E. coli,Autoclaved bacteria,1563
16322,20210127,Day 7,1,4,E. coli,Autoclaved bacteria,1923
16322,20210127,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,4980
16322,20210127,Day 7,1,2,P. aeruginosa,0.1ng/mL LPS,6305
16322,20210127,Day 7,1,3,P. aeruginosa,0.1ng/mL LPS,4658.333333
16322,20210127,Day 7,1,4,P. aeruginosa,0.1ng/mL LPS,5744.333333
16322,20210127,Day 7,1,1,P. aeruginosa,100ng/mL LPS,5901.666667
16322,20210127,Day 7,1,2,P. aeruginosa,100ng/mL LPS,5818.333333
16322,20210127,Day 7,1,3,P. aeruginosa,100ng/mL LPS,5643
16322,20210127,Day 7,1,4,P. aeruginosa,100ng/mL LPS,5542.333333
16322,20210127,Day 7,1,1,P. aeruginosa,0.1ng/mL LTA,5182.666667
16322,20210127,Day 7,1,2,P. aeruginosa,0.1ng/mL LTA,5502.333333
16322,20210127,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,6621
16322,20210127,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,6063
16322,20210127,Day 7,1,1,P. aeruginosa,100ng/mL LTA,4954.333333
16322,20210127,Day 7,1,2,P. aeruginosa,100ng/mL LTA,5329
16322,20210127,Day 7,1,3,P. aeruginosa,100ng/mL LTA,6039.666667
16322,20210127,Day 7,1,4,P. aeruginosa,100ng/mL LTA,5864
16322,20210127,Day 7,1,1,P. aeruginosa,Fungi alone,5369.666667
16322,20210127,Day 7,1,2,P. aeruginosa,Fungi alone,5071
16322,20210127,Day 7,1,3,P. aeruginosa,Fungi alone,6192.333333
16322,20210127,Day 7,1,4,P. aeruginosa,Fungi alone,7000.666667
16322,20210127,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,5461.666667
16322,20210127,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,6089.333333
16322,20210127,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,5434.666667
16322,20210127,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,5357.333333
16322,20210127,Day 7,1,1,S. aureus,0.1ng/mL LPS,121.3333333
16322,20210127,Day 7,1,2,S. aureus,0.1ng/mL LPS,186
16322,20210127,Day 7,1,3,S. aureus,0.1ng/mL LPS,105.3333333
16322,20210127,Day 7,1,4,S. aureus,0.1ng/mL LPS,180.3333333
16322,20210127,Day 7,1,1,S. aureus,100ng/mL LPS,143.3333333
16322,20210127,Day 7,1,2,S. aureus,100ng/mL LPS,162.6666667
16322,20210127,Day 7,1,3,S. aureus,100ng/mL LPS,133
16322,20210127,Day 7,1,4,S. aureus,100ng/mL LPS,160.3333333
16322,20210127,Day 7,1,1,S. aureus,0.1ng/mL LTA,209
16322,20210127,Day 7,1,2,S. aureus,0.1ng/mL LTA,229
16322,20210127,Day 7,1,3,S. aureus,0.1ng/mL LTA,193.3333333
16322,20210127,Day 7,1,4,S. aureus,0.1ng/mL LTA,306.3333333
16322,20210127,Day 7,1,1,S. aureus,100ng/mL LTA,87.66666667
16322,20210127,Day 7,1,2,S. aureus,100ng/mL LTA,150
16322,20210127,Day 7,1,3,S. aureus,100ng/mL LTA,121
16322,20210127,Day 7,1,4,S. aureus,100ng/mL LTA,143.3333333
16322,20210127,Day 7,1,1,S. aureus,Fungi alone,151.6666667
16322,20210127,Day 7,1,2,S. aureus,Fungi alone,142.3333333
16322,20210127,Day 7,1,3,S. aureus,Fungi alone,91.33333333
16322,20210127,Day 7,1,4,S. aureus,Fungi alone,135.3333333
16322,20210127,Day 7,1,1,S. aureus,Autoclaved bacteria,275.6666667
16322,20210127,Day 7,1,2,S. aureus,Autoclaved bacteria,296
16322,20210127,Day 7,1,3,S. aureus,Autoclaved bacteria,285
16322,20210127,Day 7,1,4,S. aureus,Autoclaved bacteria,211
16893,20210210,Day 7,1,1,A. baumannii,0.1ng/mL LPS,1978
16893,20210210,Day 7,1,2,A. baumannii,0.1ng/mL LPS,1680.333333
16893,20210210,Day 7,1,3,A. baumannii,0.1ng/mL LPS,2446
16893,20210210,Day 7,1,4,A. baumannii,0.1ng/mL LPS,1780
16893,20210210,Day 7,1,1,A. baumannii,100ng/mL LPS,1684.333333
16893,20210210,Day 7,1,2,A. baumannii,100ng/mL LPS,923.6666667
16893,20210210,Day 7,1,3,A. baumannii,100ng/mL LPS,1359
16893,20210210,Day 7,1,4,A. baumannii,100ng/mL LPS,930.6666667
16893,20210210,Day 7,1,1,A. baumannii,0.1ng/mL LTA,1609
16893,20210210,Day 7,1,2,A. baumannii,0.1ng/mL LTA,1610.666667
16893,20210210,Day 7,1,3,A. baumannii,0.1ng/mL LTA,1356
16893,20210210,Day 7,1,4,A. baumannii,0.1ng/mL LTA,1278.333333
16893,20210210,Day 7,1,1,A. baumannii,100ng/mL LTA,1798
16893,20210210,Day 7,1,2,A. baumannii,100ng/mL LTA,1759.333333
16893,20210210,Day 7,1,3,A. baumannii,100ng/mL LTA,1600.666667
16893,20210210,Day 7,1,4,A. baumannii,100ng/mL LTA,1767
16893,20210210,Day 7,1,1,A. baumannii,Fungi alone,1391.666667
16893,20210210,Day 7,1,2,A. baumannii,Fungi alone,1165.333333
16893,20210210,Day 7,1,3,A. baumannii,Fungi alone,1033
16893,20210210,Day 7,1,4,A. baumannii,Fungi alone,1017.333333
16893,20210210,Day 7,1,1,A. baumannii,Autoclaved bacteria,1936.333333
16893,20210210,Day 7,1,2,A. baumannii,Autoclaved bacteria,1868
16893,20210210,Day 7,1,3,A. baumannii,Autoclaved bacteria,1545.666667
16893,20210210,Day 7,1,4,A. baumannii,Autoclaved bacteria,1424
16893,20210210,Day 7,1,1,E. coli,0.1ng/mL LPS,1615.666667
16893,20210210,Day 7,1,2,E. coli,0.1ng/mL LPS,1426.333333
16893,20210210,Day 7,1,3,E. coli,0.1ng/mL LPS,1597
16893,20210210,Day 7,1,4,E. coli,0.1ng/mL LPS,579.3333333
16893,20210210,Day 7,1,1,E. coli,100ng/mL LPS,1438.333333
16893,20210210,Day 7,1,2,E. coli,100ng/mL LPS,1205
16893,20210210,Day 7,1,3,E. coli,100ng/mL LPS,1259.666667
16893,20210210,Day 7,1,4,E. coli,100ng/mL LPS,831
16893,20210210,Day 7,1,1,E. coli,0.1ng/mL LTA,1388.333333
16893,20210210,Day 7,1,2,E. coli,0.1ng/mL LTA,1174.333333
16893,20210210,Day 7,1,3,E. coli,0.1ng/mL LTA,1130
16893,20210210,Day 7,1,4,E. coli,0.1ng/mL LTA,1097.666667
16893,20210210,Day 7,1,1,E. coli,100ng/mL LTA,1225.666667
16893,20210210,Day 7,1,2,E. coli,100ng/mL LTA,1162.666667
16893,20210210,Day 7,1,3,E. coli,100ng/mL LTA,1222
16893,20210210,Day 7,1,4,E. coli,100ng/mL LTA,1421.666667
16893,20210210,Day 7,1,1,E. coli,Fungi alone,1022
16893,20210210,Day 7,1,2,E. coli,Fungi alone,1198
16893,20210210,Day 7,1,3,E. coli,Fungi alone,981.3333333
16893,20210210,Day 7,1,4,E. coli,Fungi alone,1063.333333
16893,20210210,Day 7,1,1,E. coli,Autoclaved bacteria,1187.333333
16893,20210210,Day 7,1,2,E. coli,Autoclaved bacteria,928.3333333
16893,20210210,Day 7,1,3,E. coli,Autoclaved bacteria,1323.333333
16893,20210210,Day 7,1,4,E. coli,Autoclaved bacteria,1109.333333
16893,20210210,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,2061.333333
16893,20210210,Day 7,1,2,P. aeruginosa,0.1ng/mL LPS,1853.333333
16893,20210210,Day 7,1,3,P. aeruginosa,0.1ng/mL LPS,2526.666667
16893,20210210,Day 7,1,4,P. aeruginosa,0.1ng/mL LPS,2157
16893,20210210,Day 7,1,1,P. aeruginosa,100ng/mL LPS,2264.333333
16893,20210210,Day 7,1,2,P. aeruginosa,100ng/mL LPS,2233.333333
16893,20210210,Day 7,1,3,P. aeruginosa,100ng/mL LPS,2313.666667
16893,20210210,Day 7,1,4,P. aeruginosa,100ng/mL LPS,2134.666667
16893,20210210,Day 7,1,1,P. aeruginosa,0.1ng/mL LTA,3716.666667
16893,20210210,Day 7,1,2,P. aeruginosa,0.1ng/mL LTA,1851.333333
16893,20210210,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,1136.666667
16893,20210210,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,2122.666667
16893,20210210,Day 7,1,1,P. aeruginosa,100ng/mL LTA,1977.333333
16893,20210210,Day 7,1,2,P. aeruginosa,100ng/mL LTA,1725.666667
16893,20210210,Day 7,1,3,P. aeruginosa,100ng/mL LTA,2001.333333
16893,20210210,Day 7,1,4,P. aeruginosa,100ng/mL LTA,1523
16893,20210210,Day 7,1,1,P. aeruginosa,Fungi alone,2222.333333
16893,20210210,Day 7,1,2,P. aeruginosa,Fungi alone,2219.333333
16893,20210210,Day 7,1,3,P. aeruginosa,Fungi alone,1369.333333
16893,20210210,Day 7,1,4,P. aeruginosa,Fungi alone,1294.333333
16893,20210210,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,1765.333333
16893,20210210,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,699.6666667
16893,20210210,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,1730.666667
16893,20210210,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,2383
16893,20210210,Day 7,1,1,S. aureus,0.1ng/mL LPS,226.6666667
16893,20210210,Day 7,1,2,S. aureus,0.1ng/mL LPS,242.3333333
16893,20210210,Day 7,1,3,S. aureus,0.1ng/mL LPS,359
16893,20210210,Day 7,1,4,S. aureus,0.1ng/mL LPS,290.6666667
16893,20210210,Day 7,1,1,S. aureus,100ng/mL LPS,263
16893,20210210,Day 7,1,2,S. aureus,100ng/mL LPS,280.6666667
16893,20210210,Day 7,1,3,S. aureus,100ng/mL LPS,286.3333333
16893,20210210,Day 7,1,4,S. aureus,100ng/mL LPS,299
16893,20210210,Day 7,1,1,S. aureus,0.1ng/mL LTA,226.6666667
16893,20210210,Day 7,1,2,S. aureus,0.1ng/mL LTA,243.3333333
16893,20210210,Day 7,1,3,S. aureus,0.1ng/mL LTA,83.33333333
16893,20210210,Day 7,1,4,S. aureus,0.1ng/mL LTA,200.6666667
16893,20210210,Day 7,1,1,S. aureus,100ng/mL LTA,137.6666667
16893,20210210,Day 7,1,2,S. aureus,100ng/mL LTA,194
16893,20210210,Day 7,1,3,S. aureus,100ng/mL LTA,164
16893,20210210,Day 7,1,4,S. aureus,100ng/mL LTA,189.6666667
16893,20210210,Day 7,1,1,S. aureus,Fungi alone,282.6666667
16893,20210210,Day 7,1,2,S. aureus,Fungi alone,261.6666667
16893,20210210,Day 7,1,3,S. aureus,Fungi alone,262
16893,20210210,Day 7,1,4,S. aureus,Fungi alone,261.6666667
16893,20210210,Day 7,1,1,S. aureus,Autoclaved bacteria,172
16893,20210210,Day 7,1,2,S. aureus,Autoclaved bacteria,224.6666667
16893,20210210,Day 7,1,3,S. aureus,Autoclaved bacteria,159
16893,20210210,Day 7,1,4,S. aureus,Autoclaved bacteria,176
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LPS,16740.83333
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LPS,15511.16667
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LPS,17442
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LPS,16876.83333
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LPS,16372.16667
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LPS,15091.83333
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LPS,16049.5
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LPS,16880.16667
17529,20210315,Day 7,1,1,A. baumannii,0.1ng/mL LTA,15726.83333
17529,20210315,Day 7,1,2,A. baumannii,0.1ng/mL LTA,15646.5
17529,20210315,Day 7,1,3,A. baumannii,0.1ng/mL LTA,19633.33333
17529,20210315,Day 7,1,4,A. baumannii,0.1ng/mL LTA,17921
17529,20210315,Day 7,1,1,A. baumannii,100ng/mL LTA,19256.33333
17529,20210315,Day 7,1,2,A. baumannii,100ng/mL LTA,20218.33333
17529,20210315,Day 7,1,3,A. baumannii,100ng/mL LTA,21853.16667
17529,20210315,Day 7,1,4,A. baumannii,100ng/mL LTA,22366.5
17529,20210315,Day 7,1,1,A. baumannii,Fungi alone,14647.83333
17529,20210315,Day 7,1,2,A. baumannii,Fungi alone,17407.33333
17529,20210315,Day 7,1,3,A. baumannii,Fungi alone,16008.16667
17529,20210315,Day 7,1,4,A. baumannii,Fungi alone,16894.16667
17529,20210315,Day 7,1,1,A. baumannii,Autoclaved bacteria,14662.83333
17529,20210315,Day 7,1,2,A. baumannii,Autoclaved bacteria,15496.83333
17529,20210315,Day 7,1,3,A. baumannii,Autoclaved bacteria,15336.5
17529,20210315,Day 7,1,4,A. baumannii,Autoclaved bacteria,17123.66667
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LPS,7975.333333
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LPS,6658.333333
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LPS,8746.666667
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LPS,8282.333333
17529,20210315,Day 7,1,1,E. coli,100ng/mL LPS,6681.666667
17529,20210315,Day 7,1,2,E. coli,100ng/mL LPS,7641.333333
17529,20210315,Day 7,1,3,E. coli,100ng/mL LPS,6783.333333
17529,20210315,Day 7,1,4,E. coli,100ng/mL LPS,8258.333333
17529,20210315,Day 7,1,1,E. coli,0.1ng/mL LTA,6690.333333
17529,20210315,Day 7,1,2,E. coli,0.1ng/mL LTA,8579.333333
17529,20210315,Day 7,1,3,E. coli,0.1ng/mL LTA,7608.666667
17529,20210315,Day 7,1,4,E. coli,0.1ng/mL LTA,7989.333333
17529,20210315,Day 7,1,1,E. coli,100ng/mL LTA,10504.66667
17529,20210315,Day 7,1,2,E. coli,100ng/mL LTA,8553.666667
17529,20210315,Day 7,1,3,E. coli,100ng/mL LTA,9745
17529,20210315,Day 7,1,4,E. coli,100ng/mL LTA,9189
17529,20210315,Day 7,1,1,E. coli,Fungi alone,7837
17529,20210315,Day 7,1,2,E. coli,Fungi alone,7505.666667
17529,20210315,Day 7,1,3,E. coli,Fungi alone,7699.333333
17529,20210315,Day 7,1,4,E. coli,Fungi alone,6565
17529,20210315,Day 7,1,1,E. coli,Autoclaved bacteria,8510
17529,20210315,Day 7,1,2,E. coli,Autoclaved bacteria,8235
17529,20210315,Day 7,1,3,E. coli,Autoclaved bacteria,8252
17529,20210315,Day 7,1,4,E. coli,Autoclaved bacteria,9110
17529,20210315,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,4584.666667
17529,20210315,Day 7,1,2,P. aeruginosa,0.1ng/mL LPS,5414
17529,20210315,Day 7,1,3,P. aeruginosa,0.1ng/mL LPS,4723
17529,20210315,Day 7,1,4,P. aeruginosa,0.1ng/mL LPS,4942.666667
17529,20210315,Day 7,1,1,P. aeruginosa,100ng/mL LPS,4602.333333
17529,20210315,Day 7,1,2,P. aeruginosa,100ng/mL LPS,5495
17529,20210315,Day 7,1,3,P. aeruginosa,100ng/mL LPS,4554.333333
17529,20210315,Day 7,1,4,P. aeruginosa,100ng/mL LPS,5042
17529,20210315,Day 7,1,1,P. aeruginosa,0.1ng/mL LTA,5618.333333
17529,20210315,Day 7,1,2,P. aeruginosa,0.1ng/mL LTA,6255.666667
17529,20210315,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,5112.666667
17529,20210315,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,5577
17529,20210315,Day 7,1,1,P. aeruginosa,100ng/mL LTA,6719
17529,20210315,Day 7,1,2,P. aeruginosa,100ng/mL LTA,6347
17529,20210315,Day 7,1,3,P. aeruginosa,100ng/mL LTA,5856.666667
17529,20210315,Day 7,1,4,P. aeruginosa,100ng/mL LTA,6176
17529,20210315,Day 7,1,1,P. aeruginosa,Fungi alone,5414.666667
17529,20210315,Day 7,1,2,P. aeruginosa,Fungi alone,5332.333333
17529,20210315,Day 7,1,3,P. aeruginosa,Fungi alone,4774
17529,20210315,Day 7,1,4,P. aeruginosa,Fungi alone,5158
17529,20210315,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,5966
17529,20210315,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,5842
17529,20210315,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,5505
17529,20210315,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,5859
17529,20210315,Day 7,1,1,S. aureus,0.1ng/mL LPS,897.6666667
17529,20210315,Day 7,1,2,S. aureus,0.1ng/mL LPS,1536
17529,20210315,Day 7,1,3,S. aureus,0.1ng/mL LPS,877.3333333
17529,20210315,Day 7,1,4,S. aureus,0.1ng/mL LPS,1197
17529,20210315,Day 7,1,1,S. aureus,100ng/mL LPS,973.3333333
17529,20210315,Day 7,1,2,S. aureus,100ng/mL LPS,1512.333333
17529,20210315,Day 7,1,3,S. aureus,100ng/mL LPS,971
17529,20210315,Day 7,1,4,S. aureus,100ng/mL LPS,1654
17529,20210315,Day 7,1,1,S. aureus,0.1ng/mL LTA,1062
17529,20210315,Day 7,1,2,S. aureus,0.1ng/mL LTA,1763.666667
17529,20210315,Day 7,1,3,S. aureus,0.1ng/mL LTA,950
17529,20210315,Day 7,1,4,S. aureus,0.1ng/mL LTA,1439
17529,20210315,Day 7,1,1,S. aureus,100ng/mL LTA,855.6666667
17529,20210315,Day 7,1,2,S. aureus,100ng/mL LTA,1725.333333
17529,20210315,Day 7,1,3,S. aureus,100ng/mL LTA,1170.666667
17529,20210315,Day 7,1,4,S. aureus,100ng/mL LTA,1668.333333
17529,20210315,Day 7,1,1,S. aureus,Fungi alone,1291.333333
17529,20210315,Day 7,1,2,S. aureus,Fungi alone,1760.666667
17529,20210315,Day 7,1,3,S. aureus,Fungi alone,1116.333333
17529,20210315,Day 7,1,4,S. aureus,Fungi alone,1347.333333
17529,20210315,Day 7,1,1,S. aureus,Autoclaved bacteria,1529.666667
17529,20210315,Day 7,1,2,S. aureus,Autoclaved bacteria,1523.666667
17529,20210315,Day 7,1,3,S. aureus,Autoclaved bacteria,703
17529,20210315,Day 7,1,4,S. aureus,Autoclaved bacteria,1299.333333
18083,20210310,Day 7,1,1,A. baumannii,0.1ng/mL LPS,18
18083,20210310,Day 7,1,2,A. baumannii,0.1ng/mL LPS,47
18083,20210310,Day 7,1,3,A. baumannii,0.1ng/mL LPS,43
18083,20210310,Day 7,1,4,A. baumannii,0.1ng/mL LPS,62.33333333
18083,20210310,Day 7,1,1,A. baumannii,100ng/mL LPS,120.3333333
18083,20210310,Day 7,1,2,A. baumannii,100ng/mL LPS,48
18083,20210310,Day 7,1,3,A. baumannii,100ng/mL LPS,116.6666667
18083,20210310,Day 7,1,4,A. baumannii,100ng/mL LPS,79
18083,20210310,Day 7,1,1,A. baumannii,0.1ng/mL LTA,30
18083,20210310,Day 7,1,2,A. baumannii,0.1ng/mL LTA,42
18083,20210310,Day 7,1,3,A. baumannii,0.1ng/mL LTA,69.33333333
18083,20210310,Day 7,1,4,A. baumannii,0.1ng/mL LTA,39.33333333
18083,20210310,Day 7,1,1,A. baumannii,100ng/mL LTA,35
18083,20210310,Day 7,1,2,A. baumannii,100ng/mL LTA,39.66666667
18083,20210310,Day 7,1,3,A. baumannii,100ng/mL LTA,36.66666667
18083,20210310,Day 7,1,4,A. baumannii,100ng/mL LTA,65
18083,20210310,Day 7,1,1,A. baumannii,Fungi alone,80.66666667
18083,20210310,Day 7,1,2,A. baumannii,Fungi alone,40
18083,20210310,Day 7,1,3,A. baumannii,Fungi alone,95.33333333
18083,20210310,Day 7,1,4,A. baumannii,Fungi alone,45.33333333
18083,20210310,Day 7,1,1,A. baumannii,Autoclaved bacteria,25
18083,20210310,Day 7,1,2,A. baumannii,Autoclaved bacteria,8.666666667
18083,20210310,Day 7,1,3,A. baumannii,Autoclaved bacteria,23
18083,20210310,Day 7,1,4,A. baumannii,Autoclaved bacteria,8.666666667
18083,20210310,Day 7,1,1,E. coli,0.1ng/mL LPS,22.33333333
18083,20210310,Day 7,1,2,E. coli,0.1ng/mL LPS,15.33333333
18083,20210310,Day 7,1,3,E. coli,0.1ng/mL LPS,26.66666667
18083,20210310,Day 7,1,4,E. coli,0.1ng/mL LPS,22.33333333
18083,20210310,Day 7,1,1,E. coli,100ng/mL LPS,49.66666667
18083,20210310,Day 7,1,2,E. coli,100ng/mL LPS,20.66666667
18083,20210310,Day 7,1,3,E. coli,100ng/mL LPS,68
18083,20210310,Day 7,1,4,E. coli,100ng/mL LPS,24
18083,20210310,Day 7,1,1,E. coli,0.1ng/mL LTA,40.33333333
18083,20210310,Day 7,1,2,E. coli,0.1ng/mL LTA,26.66666667
18083,20210310,Day 7,1,3,E. coli,0.1ng/mL LTA,43
18083,20210310,Day 7,1,4,E. coli,0.1ng/mL LTA,35
18083,20210310,Day 7,1,1,E. coli,100ng/mL LTA,20.66666667
18083,20210310,Day 7,1,2,E. coli,100ng/mL LTA,25.66666667
18083,20210310,Day 7,1,3,E. coli,100ng/mL LTA,22.33333333
18083,20210310,Day 7,1,4,E. coli,100ng/mL LTA,23
18083,20210310,Day 7,1,1,E. coli,Fungi alone,67
18083,20210310,Day 7,1,2,E. coli,Fungi alone,29.33333333
18083,20210310,Day 7,1,3,E. coli,Fungi alone,38.66666667
18083,20210310,Day 7,1,4,E. coli,Fungi alone,30
18083,20210310,Day 7,1,1,E. coli,Autoclaved bacteria,9.333333333
18083,20210310,Day 7,1,2,E. coli,Autoclaved bacteria,11
18083,20210310,Day 7,1,3,E. coli,Autoclaved bacteria,19
18083,20210310,Day 7,1,4,E. coli,Autoclaved bacteria,29
18083,20210310,Day 7,1,1,P. aeruginosa,0.1ng/mL LPS,35.33333333
18083,20210310,Day 7,1,2,P. aeruginosa,0.1ng/mL LPS,18
18083,20210310,Day 7,1,3,P. aeruginosa,0.1ng/mL LPS,18.66666667
18083,20210310,Day 7,1,4,P. aeruginosa,0.1ng/mL LPS,12
18083,20210310,Day 7,1,1,P. aeruginosa,100ng/mL LPS,18
18083,20210310,Day 7,1,2,P. aeruginosa,100ng/mL LPS,18
18083,20210310,Day 7,1,3,P. aeruginosa,100ng/mL LPS,61
18083,20210310,Day 7,1,4,P. aeruginosa,100ng/mL LPS,31.66666667
18083,20210310,Day 7,1,1,P. aeruginosa,0.1ng/mL LTA,30
18083,20210310,Day 7,1,2,P. aeruginosa,0.1ng/mL LTA,13
18083,20210310,Day 7,1,3,P. aeruginosa,0.1ng/mL LTA,12
18083,20210310,Day 7,1,4,P. aeruginosa,0.1ng/mL LTA,13.66666667
18083,20210310,Day 7,1,1,P. aeruginosa,100ng/mL LTA,18
18083,20210310,Day 7,1,2,P. aeruginosa,100ng/mL LTA,15.33333333
18083,20210310,Day 7,1,3,P. aeruginosa,100ng/mL LTA,7.666666667
18083,20210310,Day 7,1,4,P. aeruginosa,100ng/mL LTA,12
18083,20210310,Day 7,1,1,P. aeruginosa,Fungi alone,18
18083,20210310,Day 7,1,2,P. aeruginosa,Fungi alone,39.66666667
18083,20210310,Day 7,1,3,P. aeruginosa,Fungi alone,3.333333333
18083,20210310,Day 7,1,4,P. aeruginosa,Fungi alone,22.33333333
18083,20210310,Day 7,1,1,P. aeruginosa,Autoclaved bacteria,18
18083,20210310,Day 7,1,2,P. aeruginosa,Autoclaved bacteria,15.33333333
18083,20210310,Day 7,1,3,P. aeruginosa,Autoclaved bacteria,15.33333333
18083,20210310,Day 7,1,4,P. aeruginosa,Autoclaved bacteria,12
18083,20210310,Day 7,1,1,S. aureus,0.1ng/mL LPS,21.33333333
18083,20210310,Day 7,1,2,S. aureus,0.1ng/mL LPS,22.33333333
18083,20210310,Day 7,1,3,S. aureus,0.1ng/mL LPS,18
18083,20210310,Day 7,1,4,S. aureus,0.1ng/mL LPS,31
18083,20210310,Day 7,1,1,S. aureus,100ng/mL LPS,24
18083,20210310,Day 7,1,2,S. aureus,100ng/mL LPS,25
18083,20210310,Day 7,1,3,S. aureus,100ng/mL LPS,39.66666667
18083,20210310,Day 7,1,4,S. aureus,100ng/mL LPS,18
18083,20210310,Day 7,1,1,S. aureus,0.1ng/mL LTA,28.33333333
18083,20210310,Day 7,1,2,S. aureus,0.1ng/mL LTA,28.33333333
18083,20210310,Day 7,1,3,S. aureus,0.1ng/mL LTA,30
18083,20210310,Day 7,1,4,S. aureus,0.1ng/mL LTA,13.66666667
18083,20210310,Day 7,1,1,S. aureus,100ng/mL LTA,14.66666667
18083,20210310,Day 7,1,2,S. aureus,100ng/mL LTA,11
18083,20210310,Day 7,1,3,S. aureus,100ng/mL LTA,30
18083,20210310,Day 7,1,4,S. aureus,100ng/mL LTA,25
18083,20210310,Day 7,1,1,S. aureus,Fungi alone,19.66666667
18083,20210310,Day 7,1,2,S. aureus,Fungi alone,18
18083,20210310,Day 7,1,3,S. aureus,Fungi alone,25
18083,20210310,Day 7,1,4,S. aureus,Fungi alone,31.66666667
18083,20210310,Day 7,1,1,S. aureus,Autoclaved bacteria,28.33333333
18083,20210310,Day 7,1,2,S. aureus,Autoclaved bacteria,20.66666667
18083,20210310,Day 7,1,3,S. aureus,Autoclaved bacteria,19.66666667
18083,20210310,Day 7,1,4,S. aureus,Autoclaved bacteria,35.33333333
18208,20210118,Day 7,1,1,A. baumannii,0.1ng/mL LPS,660.6666667
18208,20210118,Day 7,1,2,A. baumannii,0.1ng/mL LPS,371.6666667
18208,20210118,Day 7,1,3,A. baumannii,0.1ng/mL LPS,901.3333333
18208,20210118,Day 7,1,4,A. baumannii,0.1ng/mL LPS,733
18208,20210118,Day 7,1,1,A. baumannii,100ng/mL LPS,787.6666667
18208,20210118,Day 7,1,2,A. baumannii,100ng/mL LPS,345.6666667
18208,20210118,Day 7,1,3,A. baumannii,100ng/mL LPS,1003
18208,20210118,Day 7,1,4,A. baumannii,100ng/mL LPS,522.6666667
18208,20210118,Day 7,1,1,A. baumannii,0.1ng/mL LTA,895
18208,20210118,Day 7,1,2,A. baumannii,0.1ng/mL LTA,714.3333333
18208,20210118,Day 7,1,3,A. baumannii,0.1ng/mL LTA,399.3333333
18208,20210118,Day 7,1,4,A. baumannii,0.1ng/mL LTA,930
18208,20210118,Day 7,1,1,A. baumannii,100ng/mL LTA,856.3333333
