ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,AUC
18209,20210310,Day 3,1,4,S. aureus,0.1ng/mL LPS,114.3333333
18209,20210310,Day 3,1,1,S. aureus,100ng/mL LPS,79.66666667
18209,20210310,Day 3,1,2,S. aureus,100ng/mL LPS,75.66666667
18209,20210310,Day 3,1,3,S. aureus,100ng/mL LPS,91.33333333
18209,20210310,Day 3,1,4,S. aureus,100ng/mL LPS,90.33333333
18209,20210310,Day 3,1,1,S. aureus,0.1ng/mL LTA,113
18209,20210310,Day 3,1,2,S. aureus,0.1ng/mL LTA,94.66666667
18209,20210310,Day 3,1,3,S. aureus,0.1ng/mL LTA,104
18209,20210310,Day 3,1,4,S. aureus,0.1ng/mL LTA,86.33333333
18209,20210310,Day 3,1,1,S. aureus,100ng/mL LTA,76.33333333
18209,20210310,Day 3,1,2,S. aureus,100ng/mL LTA,99.66666667
18209,20210310,Day 3,1,3,S. aureus,100ng/mL LTA,75
18209,20210310,Day 3,1,4,S. aureus,100ng/mL LTA,104.3333333
18209,20210310,Day 3,1,1,S. aureus,Fungi alone,92.33333333
18209,20210310,Day 3,1,2,S. aureus,Fungi alone,76.66666667
18209,20210310,Day 3,1,3,S. aureus,Fungi alone,111
18209,20210310,Day 3,1,4,S. aureus,Fungi alone,69
18209,20210310,Day 3,1,1,S. aureus,Autoclaved bacteria,92
18209,20210310,Day 3,1,2,S. aureus,Autoclaved bacteria,172
18209,20210310,Day 3,1,3,S. aureus,Autoclaved bacteria,91.66666667
18209,20210310,Day 3,1,4,S. aureus,Autoclaved bacteria,140
18216,20210210,Day 3,1,1,A. baumannii,0.1ng/mL LPS,1391
18216,20210210,Day 3,1,2,A. baumannii,0.1ng/mL LPS,1708.666667
18216,20210210,Day 3,1,3,A. baumannii,0.1ng/mL LPS,859.3333333
18216,20210210,Day 3,1,4,A. baumannii,0.1ng/mL LPS,1289.666667
18216,20210210,Day 3,1,1,A. baumannii,100ng/mL LPS,1697.666667
18216,20210210,Day 3,1,2,A. baumannii,100ng/mL LPS,1805.333333
18216,20210210,Day 3,1,3,A. baumannii,100ng/mL LPS,914.6666667
18216,20210210,Day 3,1,4,A. baumannii,100ng/mL LPS,1408
18216,20210210,Day 3,1,1,A. baumannii,0.1ng/mL LTA,709
18216,20210210,Day 3,1,2,A. baumannii,0.1ng/mL LTA,1729.333333
18216,20210210,Day 3,1,3,A. baumannii,0.1ng/mL LTA,1051.666667
18216,20210210,Day 3,1,4,A. baumannii,0.1ng/mL LTA,1287
18216,20210210,Day 3,1,1,A. baumannii,100ng/mL LTA,1523.666667
18216,20210210,Day 3,1,2,A. baumannii,100ng/mL LTA,992.6666667
18216,20210210,Day 3,1,3,A. baumannii,100ng/mL LTA,1044.666667
18216,20210210,Day 3,1,4,A. baumannii,100ng/mL LTA,846
18216,20210210,Day 3,1,1,A. baumannii,Fungi alone,1335.666667
18216,20210210,Day 3,1,2,A. baumannii,Fungi alone,911.3333333
18216,20210210,Day 3,1,3,A. baumannii,Fungi alone,975.3333333
18216,20210210,Day 3,1,4,A. baumannii,Fungi alone,1295.333333
18216,20210210,Day 3,1,1,A. baumannii,Autoclaved bacteria,2153.666667
18216,20210210,Day 3,1,2,A. baumannii,Autoclaved bacteria,1930
18216,20210210,Day 3,1,3,A. baumannii,Autoclaved bacteria,1435.333333
18216,20210210,Day 3,1,4,A. baumannii,Autoclaved bacteria,1983.666667
18216,20210210,Day 3,1,1,E. coli,0.1ng/mL LPS,1093.333333
18216,20210210,Day 3,1,2,E. coli,0.1ng/mL LPS,849.3333333
18216,20210210,Day 3,1,3,E. coli,0.1ng/mL LPS,785.3333333
18216,20210210,Day 3,1,4,E. coli,0.1ng/mL LPS,849.3333333
18216,20210210,Day 3,1,1,E. coli,100ng/mL LPS,592.3333333
18216,20210210,Day 3,1,2,E. coli,100ng/mL LPS,701
18216,20210210,Day 3,1,3,E. coli,100ng/mL LPS,517
18216,20210210,Day 3,1,4,E. coli,100ng/mL LPS,649.6666667
18216,20210210,Day 3,1,1,E. coli,0.1ng/mL LTA,496
18216,20210210,Day 3,1,2,E. coli,0.1ng/mL LTA,665.6666667
18216,20210210,Day 3,1,3,E. coli,0.1ng/mL LTA,398.6666667
18216,20210210,Day 3,1,4,E. coli,0.1ng/mL LTA,544.3333333
18216,20210210,Day 3,1,1,E. coli,100ng/mL LTA,531.3333333
18216,20210210,Day 3,1,2,E. coli,100ng/mL LTA,391.6666667
18216,20210210,Day 3,1,3,E. coli,100ng/mL LTA,566
18216,20210210,Day 3,1,4,E. coli,100ng/mL LTA,424.3333333
18216,20210210,Day 3,1,1,E. coli,Fungi alone,505
18216,20210210,Day 3,1,2,E. coli,Fungi alone,612.6666667
18216,20210210,Day 3,1,3,E. coli,Fungi alone,387.6666667
18216,20210210,Day 3,1,4,E. coli,Fungi alone,592.6666667
18216,20210210,Day 3,1,1,E. coli,Autoclaved bacteria,1100.666667
18216,20210210,Day 3,1,2,E. coli,Autoclaved bacteria,962.6666667
18216,20210210,Day 3,1,3,E. coli,Autoclaved bacteria,441.6666667
18216,20210210,Day 3,1,4,E. coli,Autoclaved bacteria,640
18216,20210210,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,1376
18216,20210210,Day 3,1,2,P. aeruginosa,0.1ng/mL LPS,1569
18216,20210210,Day 3,1,3,P. aeruginosa,0.1ng/mL LPS,1786.666667
18216,20210210,Day 3,1,4,P. aeruginosa,0.1ng/mL LPS,1458.333333
18216,20210210,Day 3,1,1,P. aeruginosa,100ng/mL LPS,1615
18216,20210210,Day 3,1,2,P. aeruginosa,100ng/mL LPS,1243
18216,20210210,Day 3,1,3,P. aeruginosa,100ng/mL LPS,1464.666667
18216,20210210,Day 3,1,4,P. aeruginosa,100ng/mL LPS,1249.666667
18216,20210210,Day 3,1,1,P. aeruginosa,0.1ng/mL LTA,1179
18216,20210210,Day 3,1,2,P. aeruginosa,0.1ng/mL LTA,1132.666667
18216,20210210,Day 3,1,3,P. aeruginosa,0.1ng/mL LTA,1371
18216,20210210,Day 3,1,4,P. aeruginosa,0.1ng/mL LTA,1060.333333
18216,20210210,Day 3,1,1,P. aeruginosa,100ng/mL LTA,1481
18216,20210210,Day 3,1,2,P. aeruginosa,100ng/mL LTA,950.3333333
18216,20210210,Day 3,1,3,P. aeruginosa,100ng/mL LTA,1304.666667
18216,20210210,Day 3,1,4,P. aeruginosa,100ng/mL LTA,1330.333333
18216,20210210,Day 3,1,1,P. aeruginosa,Fungi alone,1252
18216,20210210,Day 3,1,2,P. aeruginosa,Fungi alone,1186
18216,20210210,Day 3,1,3,P. aeruginosa,Fungi alone,1150.333333
18216,20210210,Day 3,1,4,P. aeruginosa,Fungi alone,1072
18216,20210210,Day 3,1,1,P. aeruginosa,Autoclaved bacteria,1497.333333
18216,20210210,Day 3,1,2,P. aeruginosa,Autoclaved bacteria,1601
18216,20210210,Day 3,1,3,P. aeruginosa,Autoclaved bacteria,1547.333333
18216,20210210,Day 3,1,4,P. aeruginosa,Autoclaved bacteria,1128.666667
18216,20210210,Day 3,1,1,S. aureus,0.1ng/mL LPS,95.66666667
18216,20210210,Day 3,1,2,S. aureus,0.1ng/mL LPS,117.3333333
18216,20210210,Day 3,1,3,S. aureus,0.1ng/mL LPS,54.66666667
18216,20210210,Day 3,1,4,S. aureus,0.1ng/mL LPS,102
18216,20210210,Day 3,1,1,S. aureus,100ng/mL LPS,89
18216,20210210,Day 3,1,2,S. aureus,100ng/mL LPS,110.3333333
18216,20210210,Day 3,1,3,S. aureus,100ng/mL LPS,119.6666667
18216,20210210,Day 3,1,4,S. aureus,100ng/mL LPS,114
18216,20210210,Day 3,1,1,S. aureus,0.1ng/mL LTA,147
18216,20210210,Day 3,1,2,S. aureus,0.1ng/mL LTA,65.66666667
18216,20210210,Day 3,1,3,S. aureus,0.1ng/mL LTA,69
18216,20210210,Day 3,1,4,S. aureus,0.1ng/mL LTA,160
18216,20210210,Day 3,1,1,S. aureus,100ng/mL LTA,94.66666667
18216,20210210,Day 3,1,2,S. aureus,100ng/mL LTA,51.66666667
18216,20210210,Day 3,1,3,S. aureus,100ng/mL LTA,109.6666667
18216,20210210,Day 3,1,4,S. aureus,100ng/mL LTA,134.3333333
18216,20210210,Day 3,1,1,S. aureus,Fungi alone,123.6666667
18216,20210210,Day 3,1,2,S. aureus,Fungi alone,138.6666667
18216,20210210,Day 3,1,3,S. aureus,Fungi alone,96.33333333
18216,20210210,Day 3,1,4,S. aureus,Fungi alone,87
18216,20210210,Day 3,1,1,S. aureus,Autoclaved bacteria,121.6666667
18216,20210210,Day 3,1,2,S. aureus,Autoclaved bacteria,77.33333333
18216,20210210,Day 3,1,3,S. aureus,Autoclaved bacteria,125.6666667
18216,20210210,Day 3,1,4,S. aureus,Autoclaved bacteria,85.33333333
19129,20201112,Day 3,1,1,A. baumannii,0.1ng/mL LPS,782.6666667
19129,20201112,Day 3,1,2,A. baumannii,0.1ng/mL LPS,615
19129,20201112,Day 3,1,3,A. baumannii,0.1ng/mL LPS,622
19129,20201112,Day 3,1,4,A. baumannii,0.1ng/mL LPS,728
19129,20201112,Day 3,1,1,A. baumannii,100ng/mL LPS,571
19129,20201112,Day 3,1,2,A. baumannii,100ng/mL LPS,538
19129,20201112,Day 3,1,3,A. baumannii,100ng/mL LPS,738.6666667
19129,20201112,Day 3,1,4,A. baumannii,100ng/mL LPS,544
19129,20201112,Day 3,1,1,A. baumannii,0.1ng/mL LTA,571.6666667
19129,20201112,Day 3,1,2,A. baumannii,0.1ng/mL LTA,451
19129,20201112,Day 3,1,3,A. baumannii,0.1ng/mL LTA,590.3333333
19129,20201112,Day 3,1,4,A. baumannii,0.1ng/mL LTA,614
19129,20201112,Day 3,1,1,A. baumannii,100ng/mL LTA,639
19129,20201112,Day 3,1,2,A. baumannii,100ng/mL LTA,566
19129,20201112,Day 3,1,3,A. baumannii,100ng/mL LTA,478.6666667
19129,20201112,Day 3,1,4,A. baumannii,100ng/mL LTA,563.3333333
19129,20201112,Day 3,1,1,A. baumannii,Fungi alone,553
19129,20201112,Day 3,1,2,A. baumannii,Fungi alone,505.3333333
19129,20201112,Day 3,1,3,A. baumannii,Fungi alone,393.6666667
19129,20201112,Day 3,1,4,A. baumannii,Fungi alone,506.3333333
19129,20201112,Day 3,1,1,A. baumannii,Autoclaved bacteria,511.6666667
19129,20201112,Day 3,1,2,A. baumannii,Autoclaved bacteria,767
19129,20201112,Day 3,1,3,A. baumannii,Autoclaved bacteria,833
19129,20201112,Day 3,1,4,A. baumannii,Autoclaved bacteria,757.3333333
19129,20201112,Day 3,1,1,E. coli,0.1ng/mL LPS,338.3333333
19129,20201112,Day 3,1,2,E. coli,0.1ng/mL LPS,290.6666667
19129,20201112,Day 3,1,3,E. coli,0.1ng/mL LPS,385
19129,20201112,Day 3,1,4,E. coli,0.1ng/mL LPS,275.3333333
19129,20201112,Day 3,1,1,E. coli,100ng/mL LPS,268.3333333
19129,20201112,Day 3,1,2,E. coli,100ng/mL LPS,264.3333333
19129,20201112,Day 3,1,3,E. coli,100ng/mL LPS,335.3333333
19129,20201112,Day 3,1,4,E. coli,100ng/mL LPS,245
19129,20201112,Day 3,1,1,E. coli,0.1ng/mL LTA,242.3333333
19129,20201112,Day 3,1,2,E. coli,0.1ng/mL LTA,255.6666667
19129,20201112,Day 3,1,3,E. coli,0.1ng/mL LTA,234.6666667
19129,20201112,Day 3,1,4,E. coli,0.1ng/mL LTA,290.6666667
19129,20201112,Day 3,1,1,E. coli,100ng/mL LTA,264.3333333
19129,20201112,Day 3,1,2,E. coli,100ng/mL LTA,263
19129,20201112,Day 3,1,3,E. coli,100ng/mL LTA,252.3333333
19129,20201112,Day 3,1,4,E. coli,100ng/mL LTA,269.6666667
19129,20201112,Day 3,1,1,E. coli,Fungi alone,219.3333333
19129,20201112,Day 3,1,2,E. coli,Fungi alone,276.6666667
19129,20201112,Day 3,1,3,E. coli,Fungi alone,339
19129,20201112,Day 3,1,4,E. coli,Fungi alone,234
19129,20201112,Day 3,1,1,E. coli,Autoclaved bacteria,367.6666667
19129,20201112,Day 3,1,2,E. coli,Autoclaved bacteria,262.3333333
19129,20201112,Day 3,1,3,E. coli,Autoclaved bacteria,296
19129,20201112,Day 3,1,4,E. coli,Autoclaved bacteria,242.3333333
19129,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LPS,989
19129,20201112,Day 3,1,2,P. aeruginosa,0.1ng/mL LPS,818.6666667
19129,20201112,Day 3,1,3,P. aeruginosa,0.1ng/mL LPS,1005.333333
19129,20201112,Day 3,1,4,P. aeruginosa,0.1ng/mL LPS,745.3333333
19129,20201112,Day 3,1,1,P. aeruginosa,100ng/mL LPS,686.6666667
19129,20201112,Day 3,1,2,P. aeruginosa,100ng/mL LPS,655
19129,20201112,Day 3,1,3,P. aeruginosa,100ng/mL LPS,765.3333333
19129,20201112,Day 3,1,4,P. aeruginosa,100ng/mL LPS,626.3333333
19129,20201112,Day 3,1,1,P. aeruginosa,0.1ng/mL LTA,696.3333333
19129,20201112,Day 3,1,2,P. aeruginosa,0.1ng/mL LTA,552
19129,20201112,Day 3,1,3,P. aeruginosa,0.1ng/mL LTA,705.6666667
19129,20201112,Day 3,1,4,P. aeruginosa,0.1ng/mL LTA,544.6666667
19129,20201112,Day 3,1,1,P. aeruginosa,100ng/mL LTA,634.3333333
19129,20201112,Day 3,1,2,P. aeruginosa,100ng/mL LTA,630
19129,20201112,Day 3,1,3,P. aeruginosa,100ng/mL LTA,686.6666667
19129,20201112,Day 3,1,4,P. aeruginosa,100ng/mL LTA,637.3333333
19129,20201112,Day 3,1,1,P. aeruginosa,Fungi alone,711
19129,20201112,Day 3,1,2,P. aeruginosa,Fungi alone,474.3333333
19129,20201112,Day 3,1,3,P. aeruginosa,Fungi alone,735.6666667
19129,20201112,Day 3,1,4,P. aeruginosa,Fungi alone,505.6666667
19129,20201112,Day 3,1,1,P. aeruginosa,Autoclaved bacteria,716.3333333
19129,20201112,Day 3,1,2,P. aeruginosa,Autoclaved bacteria,627.6666667
19129,20201112,Day 3,1,3,P. aeruginosa,Autoclaved bacteria,813
19129,20201112,Day 3,1,4,P. aeruginosa,Autoclaved bacteria,657.3333333
19129,20201112,Day 3,1,1,S. aureus,0.1ng/mL LPS,50
19129,20201112,Day 3,1,2,S. aureus,0.1ng/mL LPS,40.66666667
19129,20201112,Day 3,1,3,S. aureus,0.1ng/mL LPS,66.33333333
19129,20201112,Day 3,1,4,S. aureus,0.1ng/mL LPS,47.66666667
19129,20201112,Day 3,1,1,S. aureus,100ng/mL LPS,36.66666667
19129,20201112,Day 3,1,2,S. aureus,100ng/mL LPS,29.66666667
19129,20201112,Day 3,1,3,S. aureus,100ng/mL LPS,24.66666667
19129,20201112,Day 3,1,4,S. aureus,100ng/mL LPS,34
19129,20201112,Day 3,1,1,S. aureus,0.1ng/mL LTA,30
19129,20201112,Day 3,1,2,S. aureus,0.1ng/mL LTA,33.33333333
19129,20201112,Day 3,1,3,S. aureus,0.1ng/mL LTA,25.66666667
19129,20201112,Day 3,1,4,S. aureus,0.1ng/mL LTA,33
19129,20201112,Day 3,1,1,S. aureus,100ng/mL LTA,34
19129,20201112,Day 3,1,2,S. aureus,100ng/mL LTA,46
19129,20201112,Day 3,1,3,S. aureus,100ng/mL LTA,43.33333333
19129,20201112,Day 3,1,4,S. aureus,100ng/mL LTA,43.66666667
19129,20201112,Day 3,1,1,S. aureus,Fungi alone,35
19129,20201112,Day 3,1,2,S. aureus,Fungi alone,34
19129,20201112,Day 3,1,3,S. aureus,Fungi alone,46
19129,20201112,Day 3,1,4,S. aureus,Fungi alone,47
19129,20201112,Day 3,1,1,S. aureus,Autoclaved bacteria,39.33333333
19129,20201112,Day 3,1,2,S. aureus,Autoclaved bacteria,24.66666667
19129,20201112,Day 3,1,3,S. aureus,Autoclaved bacteria,37.66666667
19129,20201112,Day 3,1,4,S. aureus,Autoclaved bacteria,20.33333333
19129,20201119,Day 3,2,1,A. baumannii,0.1ng/mL LPS,5319
19129,20201119,Day 3,2,2,A. baumannii,0.1ng/mL LPS,4095.333333
19129,20201119,Day 3,2,3,A. baumannii,0.1ng/mL LPS,4915.666667
19129,20201119,Day 3,2,4,A. baumannii,0.1ng/mL LPS,3442
19129,20201119,Day 3,2,1,A. baumannii,100ng/mL LPS,4082.666667
19129,20201119,Day 3,2,2,A. baumannii,100ng/mL LPS,3267.666667
19129,20201119,Day 3,2,3,A. baumannii,100ng/mL LPS,3301.666667
19129,20201119,Day 3,2,4,A. baumannii,100ng/mL LPS,2313
19129,20201119,Day 3,2,1,A. baumannii,0.1ng/mL LTA,2834
19129,20201119,Day 3,2,2,A. baumannii,0.1ng/mL LTA,3577.333333
19129,20201119,Day 3,2,3,A. baumannii,0.1ng/mL LTA,1197.333333
19129,20201119,Day 3,2,4,A. baumannii,0.1ng/mL LTA,965.6666667
19129,20201119,Day 3,2,1,A. baumannii,100ng/mL LTA,1910.666667
19129,20201119,Day 3,2,2,A. baumannii,100ng/mL LTA,3299.333333
19129,20201119,Day 3,2,3,A. baumannii,100ng/mL LTA,1568
19129,20201119,Day 3,2,4,A. baumannii,100ng/mL LTA,1950.333333
19129,20201119,Day 3,2,1,A. baumannii,Fungi alone,2405.333333
19129,20201119,Day 3,2,2,A. baumannii,Fungi alone,2176
19129,20201119,Day 3,2,3,A. baumannii,Fungi alone,2114.666667
19129,20201119,Day 3,2,4,A. baumannii,Fungi alone,1496.666667
19129,20201119,Day 3,2,1,A. baumannii,Autoclaved bacteria,3995
19129,20201119,Day 3,2,2,A. baumannii,Autoclaved bacteria,3237.666667
19129,20201119,Day 3,2,3,A. baumannii,Autoclaved bacteria,2828.666667
19129,20201119,Day 3,2,4,A. baumannii,Autoclaved bacteria,2674
19129,20201119,Day 3,2,1,E. coli,0.1ng/mL LPS,1700.666667
19129,20201119,Day 3,2,2,E. coli,0.1ng/mL LPS,2058
19129,20201119,Day 3,2,3,E. coli,0.1ng/mL LPS,1447
19129,20201119,Day 3,2,4,E. coli,0.1ng/mL LPS,1463.333333
19129,20201119,Day 3,2,1,E. coli,100ng/mL LPS,1311
19129,20201119,Day 3,2,2,E. coli,100ng/mL LPS,1196
19129,20201119,Day 3,2,3,E. coli,100ng/mL LPS,1052
19129,20201119,Day 3,2,4,E. coli,100ng/mL LPS,805
19129,20201119,Day 3,2,1,E. coli,0.1ng/mL LTA,1665.333333
19129,20201119,Day 3,2,2,E. coli,0.1ng/mL LTA,909.6666667
19129,20201119,Day 3,2,3,E. coli,0.1ng/mL LTA,670.3333333
19129,20201119,Day 3,2,4,E. coli,0.1ng/mL LTA,647.3333333
19129,20201119,Day 3,2,1,E. coli,100ng/mL LTA,678
19129,20201119,Day 3,2,2,E. coli,100ng/mL LTA,953.6666667
19129,20201119,Day 3,2,3,E. coli,100ng/mL LTA,787.6666667
19129,20201119,Day 3,2,4,E. coli,100ng/mL LTA,1091.666667
19129,20201119,Day 3,2,1,E. coli,Fungi alone,1209.333333
19129,20201119,Day 3,2,2,E. coli,Fungi alone,970
19129,20201119,Day 3,2,3,E. coli,Fungi alone,577.3333333
19129,20201119,Day 3,2,4,E. coli,Fungi alone,1112
19129,20201119,Day 3,2,1,E. coli,Autoclaved bacteria,1262
19129,20201119,Day 3,2,2,E. coli,Autoclaved bacteria,1818
19129,20201119,Day 3,2,3,E. coli,Autoclaved bacteria,927.3333333
19129,20201119,Day 3,2,4,E. coli,Autoclaved bacteria,1307.333333
19129,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LPS,1309
19129,20201119,Day 3,2,2,P. aeruginosa,0.1ng/mL LPS,1041.666667
19129,20201119,Day 3,2,3,P. aeruginosa,0.1ng/mL LPS,1365
19129,20201119,Day 3,2,4,P. aeruginosa,0.1ng/mL LPS,907
19129,20201119,Day 3,2,1,P. aeruginosa,100ng/mL LPS,1020.666667
19129,20201119,Day 3,2,2,P. aeruginosa,100ng/mL LPS,995
19129,20201119,Day 3,2,3,P. aeruginosa,100ng/mL LPS,845.3333333
19129,20201119,Day 3,2,4,P. aeruginosa,100ng/mL LPS,1026.333333
19129,20201119,Day 3,2,1,P. aeruginosa,0.1ng/mL LTA,1085.666667
19129,20201119,Day 3,2,2,P. aeruginosa,0.1ng/mL LTA,822.3333333
19129,20201119,Day 3,2,3,P. aeruginosa,0.1ng/mL LTA,1000
19129,20201119,Day 3,2,4,P. aeruginosa,0.1ng/mL LTA,785
19129,20201119,Day 3,2,1,P. aeruginosa,100ng/mL LTA,1084.666667
19129,20201119,Day 3,2,2,P. aeruginosa,100ng/mL LTA,1074
19129,20201119,Day 3,2,3,P. aeruginosa,100ng/mL LTA,949.3333333
19129,20201119,Day 3,2,4,P. aeruginosa,100ng/mL LTA,966.3333333
19129,20201119,Day 3,2,1,P. aeruginosa,Fungi alone,1060.666667
19129,20201119,Day 3,2,2,P. aeruginosa,Fungi alone,1043.333333
19129,20201119,Day 3,2,3,P. aeruginosa,Fungi alone,1004.333333
19129,20201119,Day 3,2,4,P. aeruginosa,Fungi alone,827
19129,20201119,Day 3,2,1,P. aeruginosa,Autoclaved bacteria,955.6666667
19129,20201119,Day 3,2,2,P. aeruginosa,Autoclaved bacteria,1168
19129,20201119,Day 3,2,3,P. aeruginosa,Autoclaved bacteria,875
19129,20201119,Day 3,2,4,P. aeruginosa,Autoclaved bacteria,1129
19129,20201119,Day 3,2,1,S. aureus,0.1ng/mL LPS,188.3333333
19129,20201119,Day 3,2,2,S. aureus,0.1ng/mL LPS,136.3333333
19129,20201119,Day 3,2,3,S. aureus,0.1ng/mL LPS,146.3333333
19129,20201119,Day 3,2,4,S. aureus,0.1ng/mL LPS,124.6666667
19129,20201119,Day 3,2,1,S. aureus,100ng/mL LPS,64.66666667
19129,20201119,Day 3,2,2,S. aureus,100ng/mL LPS,130.3333333
19129,20201119,Day 3,2,3,S. aureus,100ng/mL LPS,51
19129,20201119,Day 3,2,4,S. aureus,100ng/mL LPS,124.6666667
19129,20201119,Day 3,2,1,S. aureus,0.1ng/mL LTA,146
19129,20201119,Day 3,2,2,S. aureus,0.1ng/mL LTA,40
19129,20201119,Day 3,2,3,S. aureus,0.1ng/mL LTA,120.3333333
19129,20201119,Day 3,2,4,S. aureus,0.1ng/mL LTA,26.33333333
19129,20201119,Day 3,2,1,S. aureus,100ng/mL LTA,130
19129,20201119,Day 3,2,2,S. aureus,100ng/mL LTA,181.3333333
19129,20201119,Day 3,2,3,S. aureus,100ng/mL LTA,78.66666667
19129,20201119,Day 3,2,4,S. aureus,100ng/mL LTA,98.66666667
19129,20201119,Day 3,2,1,S. aureus,Fungi alone,184.3333333
19129,20201119,Day 3,2,2,S. aureus,Fungi alone,157.3333333
19129,20201119,Day 3,2,3,S. aureus,Fungi alone,145.6666667
19129,20201119,Day 3,2,4,S. aureus,Fungi alone,135.3333333
19129,20201119,Day 3,2,1,S. aureus,Autoclaved bacteria,12.66666667
19129,20201119,Day 3,2,2,S. aureus,Autoclaved bacteria,179
19129,20201119,Day 3,2,3,S. aureus,Autoclaved bacteria,30.66666667
19129,20201119,Day 3,2,4,S. aureus,Autoclaved bacteria,107.3333333
19129,20201207,Day 3,3,1,A. baumannii,0.1ng/mL LPS,7075.333333
19129,20201207,Day 3,3,2,A. baumannii,0.1ng/mL LPS,2676.666667
19129,20201207,Day 3,3,3,A. baumannii,0.1ng/mL LPS,12270.5
19129,20201207,Day 3,3,4,A. baumannii,0.1ng/mL LPS,2084
19129,20201207,Day 3,3,1,A. baumannii,100ng/mL LPS,753.3333333
19129,20201207,Day 3,3,2,A. baumannii,100ng/mL LPS,4010
19129,20201207,Day 3,3,3,A. baumannii,100ng/mL LPS,753.6666667
19129,20201207,Day 3,3,4,A. baumannii,100ng/mL LPS,3348.666667
19129,20201207,Day 3,3,1,A. baumannii,0.1ng/mL LTA,953.6666667
19129,20201207,Day 3,3,2,A. baumannii,0.1ng/mL LTA,2413.666667
19129,20201207,Day 3,3,3,A. baumannii,0.1ng/mL LTA,1584.666667
19129,20201207,Day 3,3,4,A. baumannii,0.1ng/mL LTA,3427.333333
19129,20201207,Day 3,3,1,A. baumannii,100ng/mL LTA,445.3333333
19129,20201207,Day 3,3,2,A. baumannii,100ng/mL LTA,703.3333333
19129,20201207,Day 3,3,3,A. baumannii,100ng/mL LTA,357.3333333
19129,20201207,Day 3,3,4,A. baumannii,100ng/mL LTA,858
19129,20201207,Day 3,3,1,A. baumannii,Fungi alone,1018.333333
19129,20201207,Day 3,3,2,A. baumannii,Fungi alone,1318
19129,20201207,Day 3,3,3,A. baumannii,Fungi alone,3920
19129,20201207,Day 3,3,4,A. baumannii,Fungi alone,2118.666667
19129,20201207,Day 3,3,1,A. baumannii,Autoclaved bacteria,1643
19129,20201207,Day 3,3,2,A. baumannii,Autoclaved bacteria,3964.666667
19129,20201207,Day 3,3,3,A. baumannii,Autoclaved bacteria,1123.333333
19129,20201207,Day 3,3,4,A. baumannii,Autoclaved bacteria,3155.333333
19129,20201207,Day 3,3,1,E. coli,0.1ng/mL LPS,5051.333333
19129,20201207,Day 3,3,2,E. coli,0.1ng/mL LPS,647.6666667
19129,20201207,Day 3,3,3,E. coli,0.1ng/mL LPS,5143
19129,20201207,Day 3,3,4,E. coli,0.1ng/mL LPS,740.6666667
19129,20201207,Day 3,3,1,E. coli,100ng/mL LPS,564
19129,20201207,Day 3,3,2,E. coli,100ng/mL LPS,1152.666667
19129,20201207,Day 3,3,3,E. coli,100ng/mL LPS,407.3333333
19129,20201207,Day 3,3,4,E. coli,100ng/mL LPS,1008.333333
19129,20201207,Day 3,3,1,E. coli,0.1ng/mL LTA,398
19129,20201207,Day 3,3,2,E. coli,0.1ng/mL LTA,793
19129,20201207,Day 3,3,3,E. coli,0.1ng/mL LTA,675.3333333
19129,20201207,Day 3,3,4,E. coli,0.1ng/mL LTA,1084.666667
19129,20201207,Day 3,3,1,E. coli,100ng/mL LTA,238.6666667
19129,20201207,Day 3,3,2,E. coli,100ng/mL LTA,365.6666667
19129,20201207,Day 3,3,3,E. coli,100ng/mL LTA,269.6666667
19129,20201207,Day 3,3,4,E. coli,100ng/mL LTA,508.6666667
19129,20201207,Day 3,3,1,E. coli,Fungi alone,505
19129,20201207,Day 3,3,2,E. coli,Fungi alone,470.3333333
19129,20201207,Day 3,3,3,E. coli,Fungi alone,656.3333333
19129,20201207,Day 3,3,4,E. coli,Fungi alone,596
19129,20201207,Day 3,3,1,E. coli,Autoclaved bacteria,516
19129,20201207,Day 3,3,2,E. coli,Autoclaved bacteria,1475.666667
19129,20201207,Day 3,3,3,E. coli,Autoclaved bacteria,545
19129,20201207,Day 3,3,4,E. coli,Autoclaved bacteria,1380.666667
19129,20201207,Day 3,3,1,P. aeruginosa,0.1ng/mL LPS,3707
19129,20201207,Day 3,3,2,P. aeruginosa,0.1ng/mL LPS,2337
19129,20201207,Day 3,3,3,P. aeruginosa,0.1ng/mL LPS,3585.666667
19129,20201207,Day 3,3,4,P. aeruginosa,0.1ng/mL LPS,1925.333333
19129,20201207,Day 3,3,1,P. aeruginosa,100ng/mL LPS,1157.666667
19129,20201207,Day 3,3,2,P. aeruginosa,100ng/mL LPS,2577.666667
19129,20201207,Day 3,3,3,P. aeruginosa,100ng/mL LPS,1403
19129,20201207,Day 3,3,4,P. aeruginosa,100ng/mL LPS,2490.666667
19129,20201207,Day 3,3,1,P. aeruginosa,0.1ng/mL LTA,1746.666667
19129,20201207,Day 3,3,2,P. aeruginosa,0.1ng/mL LTA,2174
19129,20201207,Day 3,3,3,P. aeruginosa,0.1ng/mL LTA,1510
19129,20201207,Day 3,3,4,P. aeruginosa,0.1ng/mL LTA,2309.666667
